KEY,English,Deutsch,Français,Italiano,Spanish,Portuguese (Euro),Portuguese (Brazil),Polish,Russian,Japanese,Chinese (simplified),Chinese (traditional),Korean,Turkish,Greek,Dutch,Vietnamese
df_pda_a58emcG,There should be enough fuel in the Fuel Storage.\n\n[c][3ab3b0][b][ Activate your Sword Shield with RMB now ][/b][-][/c],Im Treibstofflager sollte genug Treibstoff sein.\n\n[c][3ab3b0][b][ Aktiviere jetzt deinen Schwertschild mit der RMB ][/b][-][/c],Il devrait y avoir suffisamment de carburant dans le Stockage de Carburant.\n\n[c][3ab3b0][b][ Activez votre Bouclier d'Épée avec le Clic Droit maintenant ][/b][-][/c],Dovrebbe esserci abbastanza carburante nel Deposito Carburante.\n\n[c][3ab3b0][b][ Attiva ora il tuo Scudo Spada con il Pulsante Destro del Mouse ][/b][-][/c],Debería haber suficiente combustible en el Almacén de Combustible.\n\n[c][3ab3b0][b][ Activa tu Escudo de Espada con el RMB ahora ][/b][-][/c],,Deve haver combustível suficiente no Armazenamento de Combustível.\n\n[c][3ab3b0][b][ Ative seu Escudo de Espada com RMB agora ][/b][-][/c],,В Топливном Хранилище должно быть достаточно топлива.\n\n[c][3ab3b0][b][ Активируйте Щит Меча правой кнопкой мыши сейчас ][/b][-][/c],,燃料储存中应该有足够的燃料。\n\n[c][3ab3b0][b][ 现在用RMB激活你的剑盾 ][/b][-][/c],,,,,,
df_pda_OaqWaOa,Prepare your Escape,Bereite deine Flucht vor,Préparez votre Évasion,Prepara la tua Fuga,Prepara tu Escape,,Prepare sua Fuga,,Подготовьтесь к Побегу,,准备你的逃离,,,,,,
df_pda_SKaauMs,[ Initiating Navigation System ],[ Navigationsystem wird gestartet ],[ Initialisation du Système de Navigation ],[ Avvio Sistema di Navigazione ],[ Iniciando Sistema de Navegación ],,[ Iniciando Sistema de Navegação ],,[ Запуск Навигационной Системы ],,[ 启动导航系统 ],,,,,,
pda_WCeOa6m,The Symelite Research,Die Symelit-Forschung,La Recherche Symelite,La Ricerca su Symelite,La Investigación de Symelite,,A Pesquisa Symelite,,Исследование Симелита,,赛米莱特研究,,,,,,
pda_CGGGi0P,Unlock your first Symelite item,Erreiche den Planeten Aratos,Atteindre la Planète Aratos,Raggiungi il Pianeta Aratos,Alcanza el Planeta Aratos,,Alcance o Planeta Aratos,,Достичь Планеты Аратос,,到达阿拉托斯星球,,,,,,
pda_C4KOm08,Fly to Aratos,Fliege nach Aratos,Volez vers Aratos,Vola verso Aratos,Vuela hacia Aratos,,Voe para Aratos,,Летите к Аратосу,,飞往阿拉托斯,,,,,,
pda_SK0K4r2,Finally back home! But at what cost...,Endlich wieder zu Hause! Aber zu welchem Preis...,Enfin de retour à la maison ! Mais à quel prix...,Finalmente a casa! Ma a che prezzo...,¡Finalmente de vuelta en casa! Pero a qué costo...,,Finalmente de volta para casa! Mas a que custo...,,Наконец дома! Но по какой цене...,,终于回到家了！但代价是什么...,,,,,,
df_pda_eCOOimm,One last look behind... I lost everything... I'm so sorry Lilly...\n\n[b][c][3ab3b0][ [-][/c][c][fdb100]Press {keybind(Forward)}[-][/c][c][3ab3b0] and use the [-][/c][c][fdb100]{keybind(Run)} key[-][/c][c][3ab3b0] to activate the boost ][-][/c][/b],"Ein letzter Blick zurück... Ich habe alles verloren... Es tut mir so leid, Lilly...\n\n[b][c][3ab3b0][ [-][/c][c][fdb100]Drücke {keybind(Forward)}[-][/c][c][3ab3b0] und benutze die [-][/c][c][fdb100]{keybind(Run)} Taste[-][/c][c][3ab3b0], um den Boost zu aktivieren ][-][/c][/b]",Un dernier regard en arrière... J'ai tout perdu... Je suis tellement désolé Lilly...\n\n[b][c][3ab3b0][ [-][/c][c][fdb100]Appuyez sur {keybind(Forward)}[-][/c][c][3ab3b0] et utilisez la [-][/c][c][fdb100]touche {keybind(Run)}[-][/c][c][3ab3b0] pour activer le boost ][-][/c][/b],Un'ultima occhiata indietro... Ho perso tutto... Mi dispiace tanto Lilly...\n\n[b][c][3ab3b0][ [-][/c][c][fdb100]Premi {keybind(Forward)}[-][/c][c][3ab3b0] e usa il tasto [-][/c][c][fdb100]{keybind(Run)}[-][/c][c][3ab3b0] per attivare il boost ][-][/c][/b],"Una última mirada atrás... Perdí todo... Lo siento mucho, Lilly...\n\n[b][c][3ab3b0][ [-][/c][c][fdb100]Presiona {keybind(Forward)}[-][/c][c][3ab3b0] y usa la [-][/c][c][fdb100]tecla {keybind(Run)}[-][/c][c][3ab3b0] para activar el impulso ][-][/c][/b]",,Um último olhar para trás... Eu perdi tudo... Sinto muito Lilly...\n\n[b][c][3ab3b0][ [-][/c][c][fdb100]Pressione {keybind(Forward)}[-][/c][c][3ab3b0] e use a tecla [-][/c][c][fdb100]{keybind(Run)}[-][/c][c][3ab3b0] para ativar o impulso ][-][/c][/b],,"Один последний взгляд назад... Я потерял всё... Мне так жаль, Лилли...\n\n[b][c][3ab3b0][ [-][/c][c][fdb100]Нажмите {keybind(Forward)}[-][/c][c][3ab3b0] и используйте [-][/c][c][fdb100]клавишу {keybind(Run)}[-][/c][c][3ab3b0] для активации ускорения ][-][/c][/b]",,最后一瞥...我失去了一切...我很抱歉莉莉...\n\n[b][c][3ab3b0][ [-][/c][c][fdb100]按{keybind(Forward)}[-][/c][c][3ab3b0] 并使用 [-][/c][c][fdb100]{keybind(Run)} 键[-][/c][c][3ab3b0] 激活加速 ][-][/c][/b],,,,,,
df_pda_eO81mc8,UCH Comm,UCH Komm,Comm UCH,Comunicazione UCH,Comunicación UCH,,Comunicação da UCH,,Связь УКХ,,UCH通讯,,,,,,
df_pda_mWukO0m,[c][3ab3b0][b]John[/b][-][/c]: UCH. Here is John from the Nova Expedition. I managed to escape from the Nova System and I'm on my way to Aratos.,"[c][3ab3b0][b]John[/b][-][/c]: UCH. Hier ist John von der Nova-Expedition. Ich habe es geschafft, aus dem Nova-System zu entkommen und bin jetzt auf dem Weg nach Aratos.",[c][3ab3b0][b]John[/b][-][/c] : UCH. Ici John de l'Expédition Nova. J'ai réussi à m'échapper du Système Nova et je suis en route pour Aratos.,[c][3ab3b0][b]John[/b][-][/c]: UCH. Qui è John dalla Spedizione Nova. Sono riuscito a scappare dal Sistema Nova e sono in viaggio verso Aratos.,[c][3ab3b0][b]John[/b][-][/c]: UCH. Aquí John de la Expedición Nova. Logré escapar del Sistema Nova y estoy en camino a Aratos.,,[c][3ab3b0][b]John[/b][-][/c]: UCH. Aqui é o John da Expedição Nova. Consegui escapar do Sistema Nova e estou a caminho de Aratos.,,"[c][3ab3b0][b]Джон[/b][-][/c]: UCH. Здесь Джон с экспедиции Нова. Мне удалось сбежать из системы Нова, и я в пути на Аратос.",,[c][3ab3b0][b]约翰[/b][-][/c]：UCH。这里是来自诺瓦探险队的约翰。我成功逃离了诺瓦系统，正在前往阿拉托斯。,,,,,,
df_pda_0G8Kaa8,[c][3ab3b0][b]John[/b][-][/c]: UCH. Here is John from the Nova Expedition. I managed to escape from the Nova System and I'm on my way to Aratos.,"[c][3ab3b0][b]John[/b][-][/c]: UCH. Hier ist John von der Nova-Expedition. Es ist mir gelungen, aus dem Nova-System zu entkommen, und ich bin auf dem Weg nach Aratos.",[c][3ab3b0][b]John[/b][-][/c] : UCH. Ici John de l'Expédition Nova. J'ai réussi à m'échapper du Système Nova et je suis en route vers Aratos.,[c][3ab3b0][b]John[/b][-][/c]: UCH. Qui è John della Spedizione Nova. Sono riuscito a scappare dal Sistema Nova e sono in viaggio verso Aratos.,[c][3ab3b0][b]John[/b][-][/c]: UCH. Aquí John de la Expedición Nova. Logré escapar del Sistema Nova y estoy en camino a Aratos.,,[c][3ab3b0][b]John[/b][-][/c]: UCH. Aqui é John da Expedição Nova. Consegui escapar do Sistema Nova e estou a caminho de Aratos.,,"[c][3ab3b0][b]John[/b][-][/c]: UCH. Это Джон из Экспедиции Нова. Мне удалось сбежать из Системы Нова, и я направляюсь к Аратосу.",,[c][3ab3b0][b]John[/b][-][/c]：UCH。这里是来自Nova Expedition的John。我设法逃离了Nova System，现在正前往Aratos。,,,,,,
df_pda_84mWm0q,...,...,...,...,...,,...,,...,,...,,,,,,
df_pda_mi8mKCi,?!,?!,?!,?!,?!,,?!,,?!,,？！,,,,,,
df_pda_Gmmu8uR,Who was that?,Wer war das?,Qui était-ce ?,Chi era quello?,¿Quién era eso?,,Quem era aquilo?,,Кто это был?,,那是谁？,,,,,,
df_pda_4S6mGKi,Who was that?,Wer war das?,Qui était-ce ?,Chi era quello?,¿Quién era eso?,,Quem era aquilo?,,Кто это был?,,那是谁？,,,,,,
df_pda_eauWSmO,Visit the Research HQ,Besuche das Forschungs-HQ,Visitez le QG de Recherche,Visita l'Ufficio di Ricerca,Visita la Sede de Investigación,,Visite o QG de Pesquisa,,Посетите Исследовательский Штаб,,访问研究总部,,,,,,
df_pda_aSeqiea,Finally home but I fear the discussion about what happened...,"Endlich zu Hause, aber ich fürchte die Diskussion darüber, was passiert ist...",Enfin à la maison mais je crains la discussion à propos de ce qui s'est passé...,Finalmente a casa ma temo la discussione su quanto accaduto...,Finalmente en casa pero temo la discusión sobre lo ocurrido...,,"Finalmente em casa, mas temo a discussão sobre o que aconteceu...",,"Наконец дома, но я боюсь разговора о том, что произошло...",,终于回到家，但我担心关于发生了什么的讨论...,,,,,,
df_pda_0KuSW8G,Research Symelite (Raw),Gehe ins Labor,Allez au Laboratoire,Vai al Laboratorio,Ve al Laboratorio,,Vá para o Laboratório,,Идти в Лабораторию,,前往实验室,,,,,,
df_pda_08GMS08,Research Symelite (Raw),Das ruft schlechte Erinnerungen in mir hervor...,Ça rappelle de mauvais souvenirs...,Questo mi richiama brutti ricordi...,Eso me trae malos recuerdos...,,Isso traz más lembranças para mim...,,Это вызывает плохие воспоминания во мне...,,这让我想起了不好的回忆...,,,,,,
df_pda_OCGWaiW,The Facility Construct,Die Allianzjagd,La Chasse de l'Alliance,La Caccia dell'Alleanza,La Caza de la Alianza,,A Caçada da Aliança,,Охота Альянса,,联盟狩猎,,,,,,
df_pda_W44WGuA,Fly to the Polaris Territory,Fliege nach Forra,Volez vers Forra,Vola verso Forra,Vuela a Forra,,Voe para Forra,,Лететь на Форру,,飞往弗拉,,,,,,
df_pda_mu0KKjC,Fly to the Forra System and enter the Forra planet,Fliege zum HQ von Polaris,Volez vers le QG de Polaris,Vola verso l'Ufficio di Polaris,Vuela a la Sede de Polaris,,Voe para o QG da Polaris,,Лететь в Штаб-Квартиру Поляриса,,飞往波拉里斯总部,,,,,,
df_pda_aK4WGGO,Fly to the Forra System and enter the Forra planet,Fliege zum HQ von Polaris,Volez vers le QG de Polaris,Vola verso l'Ufficio di Polaris,Vuela a la Sede de Polaris,,Voe para o QG da Polaris,,Лететь в Штаб-Квартиру Поляриса,,飞往波拉里斯总部,,,,,,
df_pda_m40saW8,The Liberation,Die Befreiung,La Libération,La Liberazione,La Liberación,,A Libertação,,Освобождение,,解放行动,,,,,,
df_pda_aaaCGaK,Add the Core to the Explorer inside,Füge den Kern im Inneren des Explorers hinzu,Ajouter le Cœur à l'Explorer à l'intérieur,Aggiungi il Nucleo all'Explorer all'interno,Añade el Núcleo al Explorador dentro,,Adicione o Núcleo ao Explorer por dentro,,Добавить Ядро в Исследователь внутри,,在探险者内部添加核心,,,,,,
df_pda_0KS8Oa8,Add the Core to the Explorer inside,Füge den Kern im Inneren des Explorers hinzu,Ajouter le Cœur à l'Explorer à l'intérieur,Aggiungi il Nucleo all'Explorer all'interno,Añade el Núcleo al Explorador dentro,,Adicione o Núcleo ao Explorer por dentro,,Добавить Ядро в Исследователь внутри,,在探险者内部添加核心,,,,,,
df_pda_Kvq0SKW,Activate the Sword Shield with RMB,Aktiviere den Schwertschild mit RMB,Activer le Bouclier d'Épée avec le Clic Droit,Attiva lo Scudo Spada con il Tasto Destro del Mouse,Activa el Escudo de Espada con el RMB,,Ative o Escudo da Espada com RMB,,Активировать Щит Меча правой кнопкой мыши,,用鼠标右键激活剑盾,,,,,,
df_pda_quiguWi,This sword is getting better and better,Dieses Schwert wird immer besser und besser,Cette épée devient de mieux en mieux,Questa spada diventa sempre più potente,Esta espada cada vez es mejor,,Esta espada está ficando cada vez melhor,,Этот меч становится всё лучше и лучше,,这把剑越来越好了,,,,,,
df_pda_ulGKWuu,This sword is getting better and better,Dieses Schwert wird immer besser und besser,Cette épée devient de mieux en mieux,Questa spada diventa sempre più potente,Esta espada cada vez es mejor,,Esta espada está ficando cada vez melhor,,Этот меч становится всё лучше и лучше,,这把剑越来越好了,,,,,,
df_pda_euL80qW,[ Initiating Boosters ],[ Booster werden gestartet ],[ Activation des Propulseurs ],[ Avvio dei Booster ],[ Iniciando Propulsores ],,[ Iniciando Propulsores ],,[ Запуск Ускорителей ],,[ 启动助推器 ],,,,,,
df_pda_0a4mqCA,[ Initiating Boosters ],[ Booster werden gestartet ],[ Activation des Propulseurs ],[ Avvio dei Booster ],[ Iniciando Propulsores ],,[ Iniciando Propulsores ],,[ Запуск Ускорителей ],,[ 启动助推器 ],,,,,,
pda_K8G8u0G,Empyriopedia: Dark Faction,Empyriopedia: Dark Faction,Empyriopédia : Faction Obscure,Empyriopedia: Fazione Oscura,Empyriopedia: Facción Oscura,,Empyriopedia: Dark Faction,,Эмпириопедия: Тёмная Фракция,,Empyriopedia：暗势力,,,,,,
pda_qiia2qa,Empyriopedia,Empyriopedia,Empyriopédia,Empyriopedia,Empyriopedia,,Empyriopedia,,Эмпириопедия,,Empyriopedia,,,,,,
pda_0umGiu4,..opening.,..öffnet sich.,..ouverture.,..apertura.,..abriendo.,,..abrindo.,,..открывается.,,..正在打开。,,,,,,
pda_uGUa04O,Activate the Mission to read about the contents and features of the 'Dark Faction' DLC.,"Aktiviere die Mission, um über die Inhalte und Funktionen des 'Dark Faction' DLC zu lesen.",Active la mission pour en savoir plus sur les contenus et fonctionnalités du DLC 'Dark Faction'.,Attiva la Missione per leggere i contenuti e le caratteristiche del DLC 'Dark Faction'.,Activa la Misión para leer sobre los contenidos y características del DLC 'Dark Faction'.,,Ative a Missão para ler sobre os conteúdos e recursos do DLC 'Dark Faction'.,,"Активируйте миссию, чтобы прочитать о содержании и особенностях дополнения 'Dark Faction'.",,激活任务以阅读有关“暗黑势力”DLC的内容和特性。,,,,,,
pda_WCa0GNa,Empyriopedia: Dark Faction Log Item,Empyriopedia: Dark Faction Log-Eintrag,Empyriopédia : Entrée de Journal Faction Obscure,Voce di Empyriopedia: Fazione Oscura,Elemento de Registro de Empyriopedia: Facción Oscura,,Empyriopedia: Item do Registro Dark Faction,,Эмпириопедия: Тёмная Фракция Лог Элемента,,Empyriopedia：暗势力日志项目,,,,,,
pda_uauqmCG,Empyriopedia,Empyriopedia,Empyriopédia,Empyriopedia,Empyriopedia,,Empyriopedia,,Эмпириопедия,,Empyriopedia,,,,,,
pda_8Oq0iGi,..reading!,..lesen!,..lecture !,..lettura!,..leyendo!,,..lendo!,,..читается!,,..正在阅读！,,,,,,
pda_WqKmqa0,Consume this PDA item to read its content.,"Konsumiere diesen PDA-Eintrag, um seinen Inhalt zu lesen.",Consommez cet élément PDA pour lire son contenu.,Consuma questo oggetto PDA per leggere il suo contenuto.,Consume este ítem de PDA para leer su contenido.,,Consuma este item PDA para ler seu conteúdo.,,"Потребляйте этот элемент ПДА, чтобы прочитать его содержание.",,消耗这个PDA项目来阅读其内容。,,,,,,
df_pda_mCtqi8m,First Dark Pillar Contact,Erster Dunkler Pfeiler Kontakt,Premier Contact avec le Pilier Obscur,Primo Contatto con il Pilastro Oscuro,Primer Contacto con el Pilar Oscuro,,Primeiro Contato com o Pilar Escuro,,Первый Контакт с Тёмной Колонной,,首次暗柱接触,,,,,,
df_pda_emaWqKK,What have they done...,Was haben sie nur angestellt...,Qu'ont-ils fait...,Cosa hanno fatto...,¿Qué han hecho...,,O que eles fizeram...,,Что они наделали...,,他们做了什么...,,,,,,
df_pda_GjiOaGq,Try to shoot at the PIllar,Versuche auf den Pfeiler zu schießen,Essayer de tirer sur le Pilier,Prova a sparare al Pilastro,Intenta disparar al Pilar,,Tente atirar no Pilar,,Попробуйте стрелять в Колонну,,尝试向柱子射击,,,,,,
df_pda_gOCGoOi,Try to make impact,Überprüfe den Einschlag,Vérifier l'Impact,Controlla l'Impatto,Revisa el Impacto,,Verifique o Impacto,,Проверить Воздействие,,检查冲击,,,,,,
df_pda_KqiiSW0,It does not look like I do any damage with the conventional weapons at my disposal...,"Es sieht nicht so aus, als würde ich mit den konventionellen Waffen, die mir zur Verfügung stehen, irgendeinen Schaden anrichten...",On dirait que je ne fais aucun dégât avec les armes conventionnelles à ma disposition...,Sembra che non faccia danni con le armi convenzionali a mia disposizione...,Parece que no hago ningún daño con las armas convencionales a mi disposición...,,Não parece que faço algum dano com as armas convencionais que tenho à disposição...,,"Похоже, я не наношу урона с обычным оружием, которое у меня есть...",,看起来我用手头的常规武器无法造成任何伤害...,,,,,,
df_pda_KmG4uGa,It does not look like I do any damage with the conventional weapons at my disposal... \nI need more Symelite to modify my weapons to be able to beat this thing...,"Es sieht nicht so aus, als würde ich mit den konventionellen Waffen, die mir zur Verfügung stehen, irgendeinen Schaden anrichten... \nIch brauche mehr Symelit, um meine Waffen zu modifizieren, damit ich dieses Ding besiegen kann...",On dirait que je ne fais aucun dégât avec les armes conventionnelles à ma disposition... \nJ'ai besoin de plus de Symélite pour modifier mes armes afin de pouvoir battre cette chose...,Sembra che non faccia danni con le armi convenzionali a mia disposizione... \nHo bisogno di più Symelite per modificare le mie armi per poter battere questa cosa...,Parece que no hago ningún daño con las armas convencionales a mi disposición... \nNecesito más Symelita para modificar mis armas para poder vencer esta cosa...,,Não parece que faço algum dano com as armas convencionais que tenho à disposição... \nPreciso de mais Symelite para modificar minhas armas para poder vencer essa coisa...,,"Похоже, я не наношу урона с обычным оружием, которое у меня есть... \nМне нужно больше Симелита, чтобы модифицировать моё оружие, чтобы справиться с этим...",,看起来我用手头的常规武器无法造成任何伤害...\n我需要更多的赛米莱特来改造我的武器，才能打败这东西...,,,,,,
df_pda_MWSaYKg,Leave the Planet,Verlasse den Planeten,Quitter la Planète,Lascia il Pianeta,Deja el Planeta,,Deixe o Planeta,,Покинуть Планету,,离开星球,,,,,,
df_pda_KCk8Yqu,Leave the Planet,Verlasse den Planeten,Quitter la Planète,Lascia il Pianeta,Deja el Planeta,,Deixe o Planeta,,Покинуть Планету,,离开星球,,,,,,
pda_WCd0Gvq,-,-,-,-,-,,-,,-,,-,,,,,,
pda_OiiASCa,-,-,-,-,-,,-,,-,,-,,,,,,
pda_GCCe44W,-,-,-,-,-,,-,,-,,-,,,,,,
pda_euMvWmG,I still see and hear her death in my head...,Ich sehe und höre ihren Tod immer noch in meinem Kopf...,J'entends et je vois encore sa mort dans ma tête...,Vedo e sento ancora la sua morte nella mia testa...,Todavía veo y oigo su muerte en mi cabeza...,,Ainda vejo e ouço a morte dela na minha cabeça...,,Я все еще вижу и слышу ее смерть в своей голове...,,我仍然能在我脑海中看到并听到她的死亡...,,,,,,
df_pda_SfGOKWO,The Nova Expedition,Die Nova-Expedition,L'Expédition Nova,La Spedizione Nova,La Expedición Nova,,A Expedição Nova,,Экспедиция Нова,,诺瓦探险队,,,,,,
df_pda_GGOuquj,Fly to the Nova planet,Fliege zum Nova-Planeten,Vole vers la planète Nova,Vola verso il pianeta Nova,Vuela al planeta Nova,,Voe para o planeta Nova,,Летите на планету Нова,,飞往诺瓦行星,,,,,,
df_pda_IeWer2C,Flee to the planet!,Fliehe zum Planeten!,Fuis vers la planète !,Fuggi verso il pianeta!,¡Huye al planeta!,,Fugir para o planeta!,,Бежите на планету!,,逃往行星！,,,,,,
df_pda_uqeiaiA,This damn mission but I must bring it to an end at least...,"Diese verdammte Mission, aber ich muss sie zumindest zu Ende bringen...",Cette maudite mission mais je dois au moins la terminer...,Questa maledetta missione ma devo portarla a termine almeno...,Esta maldita misión pero debo terminarla al menos...,,"Essa maldita missão, mas eu devo terminá-la pelo menos...",,"Эта проклятая миссия, но я должен довести ее до конца...",,这该死的任务，但我至少必须结束它...,,,,,,
df_pda_Kq4qiP8,This [c][faf200]beacon[-][/c] must be a good sign that the lab is still working,"Dieser [c][faf200]Leuchtfeuer[-][/c] muss ein gutes Zeichen sein, dass das Labor noch arbeitet",Ce [c][faf200]balise[-][/c] doit être un bon signe que le labo fonctionne encore,Questo [c][faf200]beacon[-][/c] deve essere un buon segno che il laboratorio è ancora funzionante,Este [c][faf200]faro[-][/c] debe ser una buena señal de que el laboratorio sigue funcionando,,Esse [c][faf200]farol[-][/c] deve ser um bom sinal de que o laboratório ainda está funcionando,,"Этот [c][faf200]маяк[-][/c] должен быть хорошим знаком, что лаборатория все еще работает",,这个[c][faf200]信标[-][/c]一定是实验室仍在运作的好兆头,,,,,,
df_pda_Y8GeGaS,Find the ARC Research Lab,Finde das ARC-Forschungslabor,Trouve le Labo de Recherche ARC,Trova il Laboratorio di Ricerca ARC,Encuentra el Laboratorio de Investigación ARC,,Encontre o Laboratório de Pesquisa ARC,,Найдите исследовательскую лабораторию ARC,,寻找ARC研究实验室,,,,,,
df_pda_GGtGSmO,Fly to the Research Lab,Fliege zum Forschungslabor,Vole vers le Labo de Recherche,Vola verso il Laboratorio di Ricerca,Vuela al Laboratorio de Investigación,,Voe para o Laboratório de Pesquisa,,Летите в исследовательскую лабораторию,,飞往研究实验室,,,,,,
df_pda_mGf8GqW,This beacon must be a good sign that the lab is still working,"Dieses Leuchtfeuer muss ein gutes Zeichen sein, dass das Labor noch arbeitet",Cette balise doit être un bon signe que le labo fonctionne encore,Questo beacon deve essere un buon segno che il laboratorio è ancora funzionante,Este faro debe ser una buena señal de que el laboratorio sigue funcionando,,Esse farol deve ser um bom sinal de que o laboratório ainda está funcionando,,"Этот маяк должен быть хорошим знаком, что лаборатория все еще работает",,这个信标一定是实验室仍在运作的好兆头,,,,,,
df_pda_Se4KqeW,Land and search for survivors,Landen und nach Überlebenden suchen,Atterris et cherche des survivants,Atterra e cerca sopravvissuti,Aterriza y busca supervivientes,,Pouse e procure por sobreviventes,,Приземлитесь и поищите выживших,,着陆并寻找幸存者,,,,,,
df_pda_40m8qKW,Land and search for survivors,Landen und nach Überlebenden suchen,Atterris et cherche des survivants,Atterra e cerca sopravvissuti,Aterriza y busca supervivientes,,Pouse e procure por sobreviventes,,Приземлитесь и поищите выживших,,着陆并寻找幸存者,,,,,,
df_pda_WWGW0Ga,Investigate the ARC Research Lab,Untersuche das ARC-Forschungslabor,Enquête au Labo de Recherche ARC,Indaga sul Laboratorio di Ricerca ARC,Investiga el Laboratorio de Investigación ARC,,Investigue o Laboratório de Pesquisa ARC,,Исследуйте исследовательскую лабораторию ARC,,调查ARC研究实验室,,,,,,
df_pda_G4SGS04,Find the terminal,Finde das Terminal,Trouve le terminal,Trova il terminale,Encuentra el terminal,,Encontre o terminal,,Найдите терминал,,找到终端机,,,,,,
df_pda_CCiu8is,This looks familiar,Das kommt mir bekannt vor,Ça me dit quelque chose,Questo mi sembra familiare,Esto me suena,,Isso parece familiar,,Это выглядит знакомо,,这看起来很熟悉,,,,,,
df_pda_eOmiJKW,It's the same as on our ship... our ex-ship...,Es ist dasselbe wie auf unserem Schiff... unserem Ex-Schiff...,C'est le même que sur notre navire... notre ex-navire...,È lo stesso che sulla nostra nave... la nostra ex-nave...,Es igual que en nuestra nave... nuestra ex-nave...,,É o mesmo que no nosso navio... nosso ex-navio...,,"Это то же самое, что и на нашем корабле... нашем бывшем корабле...",,这和我们的船上的一样... 我们的前船...,,,,,,
df_pda_1KcKeeS,Check the Report Logs,Überprüfe die Berichtsprotokolle,Vérifie les Journaux de Rapports,Controlla i Registri dei Rapporti,Revisa los Registros de Reportes,,Verifique os Registros de Relatórios,,Проверьте журналы отчетов,,检查报告日志,,,,,,
df_pda_WWCC0mC,Dr. Obinski!?!,Dr. Obinski!?!,Dr. Obinski ?!?,Dr. Obinski!?!,¿¡Dr. Obinski!?,,Dr. Obinski!?!,,Доктор Обински!?!,,奥宾斯基博士！？,,,,,,
df_pda_0pGSmaI,Wait... Dr. Obinski!?! The one who killed Lilly?!!,"Warte... Dr. Obinski!?! Derjenige, der Lilly getötet hat?!!",Attends... Dr. Obinski ?!? Celui qui a tué Lilly ?!!,Aspetta... Dr. Obinski!?! Quello che ha ucciso Lilly?!!,Espera... ¿¡Dr. Obinski!? ¿El que mató a Lilly?!!,,Espera... Dr. Obinski!?! O que matou a Lilly?!!,,"Подождите... Доктор Обински!?! Тот самый, кто убил Лилли?!!",,等等... 奥宾斯基博士！？杀死莉莉的那个人？！！,,,,,,
df_pda_aipeMKO,Download Data,Daten herunterladen,Télécharge les Données,Scarica i Dati,Descarga Datos,,Baixe os Dados,,Скачать данные,,下载数据,,,,,,
df_pda_EuOKc8C,Now... it makes all sense...,Nun... jetzt ergibt alles einen Sinn...,Maintenant... tout s'explique...,Ora... tutto ha un senso...,Ahora... todo tiene sentido...,,Agora... tudo faz sentido...,,Теперь... все становится на свои места...,,现在... 一切都说得通了...,,,,,,
df_pda_8Qu2u4a,[c][3ab3b0][b][ Download Complete. +1 Landing Platform Terminal Key ][/b][-][/c],[c][3ab3b0][b][ Download abgeschlossen. +1 Landeplattform-Terminalschlüssel ][/b][-][/c],[c][3ab3b0][b][ Téléchargement Complet. +1 Clé du Terminal de la Plateforme d'Atterrissage ][/b][-][/c],[c][3ab3b0][b][ Download Completato. +1 Chiave del Terminale della Piattaforma di Atterraggio ][/b][-][/c],[c][3ab3b0][b][ Descarga Completa. +1 Llave del Terminal de la Plataforma de Aterrizaje ][/b][-][/c],,[c][3ab3b0][b][ Download Completo. +1 Chave do Terminal da Plataforma de Pouso ][/b][-][/c],,[c][3ab3b0][b][ Загрузка завершена. +1 ключ от терминала платформы посадки ][/b][-][/c],,[c][3ab3b0][b][ 下载完成。+1 登陆平台终端钥匙 ][/b][-][/c],,,,,,
df_pda_iquiOa1,...,...,...,...,...,,...,,...,,...,,,,,,
df_pda_0M4XcW8,Now... it makes all sense...,Nun... jetzt ergibt alles einen Sinn...,Maintenant... tout s'explique...,Ora... tutto ha un senso...,Ahora... todo tiene sentido...,,Agora... tudo faz sentido...,,Теперь... все становится на свои места...,,现在... 一切都说得通了...,,,,,,
df_pda_SuJiQaK,Oh no... it all makes sense now... I must leave this forsaken place and deliver the report to UCH!,Oh nein... jetzt ergibt alles einen Sinn... Ich muss diesen verlassenen Ort verlassen und den Bericht an die UCH übermitteln!,Oh non... tout s'explique maintenant... Je dois quitter cet endroit maudit et livrer le rapport à UCH !,Oh no... ora tutto ha un senso... Devo lasciare questo luogo maledetto e consegnare il rapporto alla UCH!,Oh no... todo tiene sentido ahora... ¡Debo dejar este lugar maldito y entregar el informe a UCH!,,Oh não... agora tudo faz sentido... Eu devo deixar este lugar amaldiçoado e entregar o relatório para a UCH!,,О нет... теперь все стало ясно... Я должен покинуть это проклятое место и доставить отчет в UCH!,,哦不... 现在一切都明白了... 我必须离开这个被遗弃的地方，把报告交给UCH！,,,,,,
df_pda_S4Ku0aS,Repair the Elysia,Repariere die Elysia,Répare l'Elysia,Ripara l'Elysia,Repara la Elysia,,Repare a Elysia,,Почините Элисию,,修复艾莉西亚号,,,,,,
df_pda_GuOWmWG,Access the Landing Platform Terminal,Zugriff auf das Landeplattform-Terminal,Accède au Terminal de la Plateforme d'Atterrissage,Accedi al Terminale della Piattaforma di Atterraggio,Accede al Terminal de la Plataforma de Aterrizaje,,Acesse o Terminal da Plataforma de Pouso,,Доступ к терминалу платформы посадки,,访问登陆平台终端,,,,,,
