KEY,English,Deutsch,Français,Italiano,Spanish,Portuguese (Euro),Portuguese (Brazil),Polish,Russian,Japanese,Chinese (simplified),Chinese (traditional),Korean,Turkish,Greek,Dutch,Vietnamese
igmDermalBurn,"[c][b][FF5555]DERMAL BURN[-][/b][/c]\nYou have received a serious burn to your skin.\n[c][FFFFFF]Treat with Antibiotic Ointment, Trauma Kit or an appropriate Medical Treatment Device.[-][/c]\n[c][FF6600]Failure to treat will result in an infection[-][/c]","[c][ffffff]DERMALVERBRENNUNG[-][/c]\n[c][ff8800]Abschwächen:[-][/c] -\n[c][44ff00]Heilen mit:[-][/c] Kräuterblättern, Verbänden, Erste-Hilfe-Kit, Antibiotika-Salbe, Feuermoos-Schürfwunden, Aloe Vera, natürlichem Süßstoff, Medizinische Station Typ 2, Medizinische Station (HV), Medizinische Station (BA,CV)","[c][ffffff]BRULURE DERMALE[-][/c]\n[c][ff8800]Atténuer :[-][/c] -\n[c][44ff00]Soigner avec :[-][/c] Feuilles d'herbes, Bandages, Trousse de premiers soins, Pommade antibiotique, Grattage de mousse de feu, Aloe Vera, Édulcorant naturel, Station médicale Type 2, Station médicale (HV), Station médicale (BA,CV)","[c][ffffff]USTIONE[-][/c]\n[c][ff8800]Attenuazione:[-][/c]  -\n[c][44ff00]Cura:[-][/c]  Foglie Medicinali, Fasciatura, Kit Medico, Unguento Antibiotico, Fiore di Muschio del Fuoco, Aloe Vera, Dolcificante Naturale, Stazione Medica Classe 2, Stazione Medica (H), Stazione Medica (BA,NC)","[c][ffffff]QUEMADURA DERMAL[-][/c]|n[c][ff8800]Mitigar:[-][/c] -n[c][44ff00]Curar con:[-][/c] Hojas de hierbas, Vendas, Botiquín, Pomada antibiótica, Raspaduras de musgo de fuego, Aloe Vera, Edulcorante natural, Estación médica tipo 2, Estación médica (HV), Estación médica (BA,CV)",,,,"[c][ffffff]КОЖНЫЙ ОЖОГ[-][/c]\n[c][ff8800]Облегчить:[-][/c]  -\n[c][44ff00]Вылечить:[-][/c]  Травяные листья, Бинты, Аптечка первой помощи, Мазь антибиотика, Комки огнемха, Алое Вера, Природный подсластитель, Мед станция тип 2, Мед станция (ПС), Мед станция (БА,БС)","[c][00ffff]DERMAL BURN[-][/c]\n[c][ff8800]軽減: [-][/c]   -\n[c][44ff00]治療: [-][/c]  ハーブ, 包帯, 応急処置キット, 抗生物質クリーム, ファイヤーモスの欠片, アロエベラ, スウィーテナー, メディカルステーション2型, メディカルステーション (HV) , メディカルステーション (BA,CV)",,"[c][ffffff]皮膚燒傷[-][/c]\n[c][ff8800]緩解:[-][/c]  -\n[c][44ff00]以此治療:[-][/c]  草藥葉, 繃帶, 外科醫療包, 抗生素藥膏, 火焰苔蘚碎屑, 蘆薈, 天然甜味劑, 醫療站2型, 醫療站 (HV), 醫療站 (BA,CV)",,,"[c][ffffff]ΔΕΡΜΑΤΙΚΟ ΕΓΚΑΥΜΑ[-][/c]\n[c][ff8800]Μετριασμός:[-][/c] -\n[c][44ff00]Θεραπεία με:[-][/c ] Φύλλα βοτάνων, επίδεσμοι, κιτ πρώτων βοηθειών, αντιβιοτική αλοιφή, ξύσιμο βρύου φωτιάς, αλόη βέρα, φυσικό γλυκαντικό, ιατρικός σταθμός τύπου 2, ιατρικός σταθμός (HV), σταθμός ιατρικής (BA, CV)",,"[c][ffffff]CHÁY DA[-][/c]\n[c][ff8800]Giảm nhẹ:[-][/c]-\n[c][44ff00]Chữa lành bằng:[-][/c ]Lá thảo dược, Băng gạc, Bộ sơ cứu, Thuốc mỡ kháng sinh, Phế liệu chữa cháy, Nha đam, Chất làm ngọt tự nhiên, Trạm y tế loại 2, Trạm y tế (HV), Trạm y tế (BA, CV)"
igmBrokenBone,"[c][b][FFDD00]FRACTURE[-][/b][/c]\nMultiple contusions and at least one fracture has been detected\n[c][FFFFFF]A Medical Cast, Trauma Kit or use of a Medical Trauma Table is recommended[-][/c]\n[c][55FF00]A Medical Cast takes time to fully heal the injury. The condition bar will turn [b]GREEN[/b] when treated.[-][/c]",,,,,,,,,,,"[c][ffffff]開放性骨折[-][/c]\n[c][ff8800]緩解:[-][/c]  繃帶\n[c][44ff00]以此治療:[-][/c]  外科醫療包, 醫療站3型\n[c][00e1ff]治療後:[-][/c] 開放性傷口,閉鎖性骨折",,,"[c][ffffff]ΑΝΟΙΚΤΟ ΚΑΤΑΓΜΑ[-][/c]\n[c][ff8800]Μετριασμός:[-][/c] Επίδεσμοι\n[c][44ff00]Ελεύστε με:[-][/c ] Κουτί Πρώτων Βοηθειών, Ιατρικός Σταθμός Τύπος 3\n[c][00e1ff]Όταν θεραπευθεί:[-][/c] Ανοιχτό τραύμα, Κλειστό κάταγμα",,"[c][ffffff]GÃY XƯƠNG HỞ[-][/c]\n[c][ff8800]Giảm nhẹ:[-][/c]Băng\n[c][44ff00]Chữa lành bằng:[-][/c ]Bộ sơ cứu, Trạm y tế loại 3\n[c][00e1ff]Khi được chữa khỏi:[-][/c]Vết thương hở, gãy kín"
igmEffectMutilation,"[c][ffffff]MUTILATION[-][/c]\n[c][ff8800]Mitigate:[-][/c]  -\n[c][44ff00]Heal with:[-][/c]  First Aid Kit, Medical Station Type 3","[c][ffffff]MUTILATION[-][/c]\n[c][ff8800]Abschwächen:[-][/c] -\n[c][44ff00]Heilen mit:[-][/c] Erste-Hilfe-Kasten, Medizinische Station Typ 3","[c][ffffff]MUTILATION[-][/c]\n[c][ff8800]Atténuer :[-][/c] -\n[c][44ff00]Soigner avec :[-][/c] Trousse de premiers secours, Poste médical de type 3","[c][ffffff]MUTILAZIONE[-][/c]\n[c][ff8800]Attenuazione:[-][/c]  -\n[c][44ff00]Cura:[-][/c]  Kit Medico, Stazione Medica Classe 3","[c][ffffff]MUTILACIÓN[-][/c]-[c][ff8800]Mitigar:[-][/c] -[c][44ff00]Curar con:[-][/c] Botiquín, Puesto Médico Tipo 3",,,,"[c][ffffff]УВЕЧЬЕ[-][/c]\n[c][ff8800]Облегчить:[-][/c]  -\n[c][44ff00]Вылечить:[-][/c]  Аптечка первой помощи, Мед станция тип 3","[c][00ffff]切断[-][/c]\n[c][ff8800]軽減: [-][/c]   -\n[c][44ff00]治療: [-][/c]   応急処置キット, メディカルステーション3型",,"[c][ffffff]斷肢[-][/c]\n[c][ff8800]緩解:[-][/c]  -\n[c][44ff00]以此治療:[-][/c]  外科醫療包, 醫療站3型",,,"[c][ffffff]ΑΚΡΩΤΗΡΙΑΣΜΟΣ[-][/c]\n[c][ff8800]Μετριασμός:[-][/c] -\n[c][44ff00]Θεραπεία με:[-][/c] Κουτί Πρώτων Βοηθειών, Ιατρικός Σταθμός Τύπος 3 ",,"[c][ffffff]VẾT CẮT[-][/c]\n[c][ff8800]Giảm nhẹ:[-][/c]-\n[c][44ff00]Chữa lành bằng:[-][/c]Bộ sơ cứu, Trạm y tế loại 3"
igmSepsis,"[c][b][FF0000]SEPSIS[-][/b][/c]\nYou are suffering from the effects of Septicemia. If you do not find treatment quickly, you will die.\n[c][FFFFFF]Treat with Antibiotic Injection, Trauma Kit or use of a Medical Decontamination Device.[-][/c]","[SEPSIS[-][/c]Mitigate:[-][/c] -\n[c][44ff00]Heilen mit:[-][/c] Detox Kit, Medizinische Station Typ 2","[c][ffffff]SEPSIS[-][/c]\n[c][ff8800]Atténuer :[-][/c] -\n[c][44ff00]Soigner avec :[-][/c] Kit de désintoxication, Poste médical de type 2","[c][ffffff]SETTICEMIA[-][/c]\n[c][ff8800]Attenuazione:[-][/c] -\n[c][44ff00]Cura:[-][/c] Kit Disintossicante, Stazione Medica Classe 2","[c][ffffff]SEPSIS[-][/c]-[c][ff8800]Mitigar:[-][/c] -[c][44ff00]Curar con:[-][/c] Botiquín de desintoxicación, estación médica tipo 2",,,,"[c][ffffff]СЕПСИС[-][/c]\n[c][ff8800]Облегчить:[-][/c]  -\n[c][44ff00]Вылечить:[-][/c]  Комплект детоксикации, Мед станция тип 2","[c][00ffff]敗血症[-][/c]\n[c][ff8800]軽減: [-][/c]   -\n[c][44ff00]治療: [-][/c]   解毒キット, メディカルステーション2型",,"[c][ffffff]敗血症[-][/c]\n[c][ff8800]緩解:[-][/c]  -\n[c][44ff00]以此治療:[-][/c]  解毒醫療包, 醫療站2型",,,"[c][ffffff]ΣΗΨΗ[-][/c]\n[c][ff8800]Μετριασμός:[-][/c] -\n[c][44ff00]Θεραπεία με:[-][/c] Κιτ αποτοξίνωσης, Ιατρικός Σταθμός Τύπος 2 ",,"[c][ffffff]NHIỄM KHUẨN HUYẾT[-][/c]\n[c][ff8800]Giảm nhẹ:[-][/c]-\n[c][44ff00]Chữa lành bằng:[-][/c]Bộ giảm đau, Trạm y tế loại 2"
igmNecrosis,"[c][b][8800FF]NECROSIS[-][/b][/c]\nIschemic damage to the blood vessels has resulted in Gangrene. Failure to treat will result in death.\n[c][FFFFFF]Treat with Antibiotic Injection, Decontamination Kit or use of a Medical Surgical Table to remove the necrotic tissue.[-][/c]","Du leidest an Nekrosen. Nutze antibiotische Salbe, antibiotische Pillen oder ein Detox Kit!",Nécrose \n- Pommade antibiotique \n- Pilule antibiotique \n- Injection antibiotique \n- Kit detox \n- Poste médical T2,"Hai una Necrosi. Usa un Unguento Antibiotico, delle Pillole Antibiotiche o un Kit per Detox!","Estás sufriendo una necrosis. ¡Usa pomada antibiótica, pastillas antibióticas o un kit para traumatismos!",,"Você esta com Tonturas devido uma Necrose! Use uma Pomada Antibiótica, uma Pílula Antibiótica ou um Kit Trauma!","Cierpisz na martwicę. Użyj maści antybiotykowej, antybiotyku albo zestawu pourazowego!","Вы страдаете от некроза. Используйте Мазь антибиотика, Таблетки антибиотика или Комплект от травм!",壊死に苦しんでいます。抗生物質(軟膏か錠剤)、または外傷キットを使用してください!,你的坏疽伤口发作了。赶紧使用抗生素药膏，抗生素药片或外科医疗包！,,,"Kangren olmuşsun. Antibiyotik Merhem, Antibiyotik Hapları veya Travma Paketi kullanın!","Υποφέρεις από Νέκρωση. Χρησιμοποίησε Αντιβιοτική Αλοιφή, Αντιβιοτικά Χάπια ή ένα Σετ Τραύματος!",,
igmOrganFailure,[c][b][DD0000]ORGAN FAILURE[-][/b][/c]\nInternal organs are beginning to shut down due to a build-up of toxins as a result of underlying conditions.\n[c][FFFFFF]An Antitoxin Injection or Detox Kit is required to purge the build-up before irreversible damage is done[-][/c],"[c][ffffff]ORGANVERSAGEN[-][/c]Abschwächen:[-][/c] -\n[c][44ff00]Heilen mit:[-][/c] Erste-Hilfe-Kasten, Medizinische Station Typ 1","[c][ffffff]DEFAUT D'ORGANES[-][/c]\n[c][ff8800]Atténuer :[-][/c] -\n[c][44ff00]Soigner avec :[-][/c] Trousse de premiers secours, Poste médical de type 1","[c][ffffff]INSUFFICIENZA D'ORGANO[-][/c]\n[c][ff8800]Attenuazione:[-][/c] -\n[c][44ff00]Cura:[-][/c] Kit Medico, Stazione Medica Classe 1","[c][ffffff]FALTA DE ÓRGANOS[-][/c]|n[c][ff8800]Mitigar:[-][/c] -n[c][44ff00]Curar con:[-][/c] Botiquín, Puesto Médico Tipo 1",,,,"[c][ffffff]ОТКАЗ ОРГАНОВ[-][/c]\n[c][ff8800]Облегчить:[-][/c]  -\n[c][44ff00]Вылечить:[-][/c]  Аптечка первой помощи, Мед станция тип 1","[c][00ffff]臓器不全[-][/c]\n[c][ff8800]軽減: [-][/c]   -\n[c][44ff00]治療: [-][/c]   応急処置キット, メディカルステーション1型",,"[c][ffffff]器官衰竭[-][/c]\n[c][ff8800]緩解:[-][/c]  -\n[c][44ff00]以此治療:[-][/c]  外科醫療包, 醫療站1型",,,"[c][ffffff]ΑΠΟΤΥΧΙΑ ΟΡΓΑΝΩΝ[-][/c]\n[c][ff8800]Μετριασμός:[-][/c] -\n[c][44ff00]Θεραπεία με:[-][/c ] Κουτί Πρώτων Βοηθειών, Ιατρικός Σταθμός Τύπος 1 ",,"[c][ffffff]RỐI LOẠN ĐA TẠNG[-][/c]\n[c][ff8800]Giảm nhẹ:[-][/c]-\n[c][44ff00]Chữa lành bằng:[-][/c ]Bộ sơ cứu, Trạm y tế Loại 1"
igmEffectIntoxication,"[c][ffffff]INTOXICATION[-][/c]\n[c][ff8800]Mitigate:[-][/c]  Antitoxic Pills\n[c][44ff00]Heal with:[-][/c]  Antitoxic Injection, Detox Kit, Medical Station Type 1","[c][ffffff]VERGIFTUNG[-][/c]\n[c][ff8800]Abschwächen:[-][/c] Antitoxische Pillen\n[c][44ff00]Heilen mit:[-][/c] Antitoxische Injektion, Detox Kit, Medizinische Station Typ 1","[c][ffffff]INTOXICATION[-][/c]\n[c][ff8800]Atténuer :[-][/c] Pilules antitoxiques[c][44ff00]Soigner avec :[-][/c] Injection antitoxique, Kit de désintoxication, Poste médical de type 1","[c][ffffff]INTOSSICAZIONE[-][/c]\n[c][ff8800]Attenuazione:[-][/c]  Pillole Antitossiche\n[c][44ff00]Cura:[-][/c]  Iniezione Antitossica, Kit Disintossicante, Stazione Medica Classe 1","[c][ffffff]INTOXICACIÓN[-][/c]n[c][ff8800]Mitigar:[-][/c] Píldoras antitóxicasn[c][44ff00]Curar con:[-][/c] Inyección antitóxica, Kit de desintoxicación, Estación médica tipo 1",,,,"[c][ffffff]ИНТОКСИКАЦИЯ[-][/c]\n[c][ff8800]Облегчить:[-][/c]  Таблетки антитоксиновые\n[c][44ff00]Вылечить:[-][/c]  Инъекция антитоксиновая, Комплект детоксикации, Мед станция тип 1","[c][00ffff]中毒[-][/c]\n[c][ff8800]軽減: [-][/c]   解毒剤\n[c][44ff00]治療: [-][/c]   解毒剤注射, 解毒キット, メディカルステーション1型",,"[c][ffffff]毒血症[-][/c]\n[c][ff8800]緩解:[-][/c]  抗毒素藥片\n[c][44ff00]以此治療:[-][/c]  抗毒素針, 解毒醫療包, 醫療站1型",,,"[c][ffffff]ΔΗΛΗΤΗΡΙΑΣΗ[-][/c]\n[c][ff8800]Μετριασμός:[-][/c] Αντιτοξικά χάπια\n[c][44ff00]Θεραπεία με:[-][/c ] Αντιτοξική ένεση, κιτ αποτοξίνωσης, ιατρικός σταθμός Τύπος 1",,"[c][ffffff]TRÚNG ĐỘC[-][/c]\n[c][ff8800]Giảm nhẹ:[-][/c]Antitoxic Pills\n[c][44ff00]Chữa bệnh bằng:[-][/c ]Tiêm kháng độc tố, Bộ giảm đau, Trạm y tế Loại 1"
igmEffectBlackoutHot,[c][ffffff]HEAT COLLAPSE[-][/c]\n[c][ff8800]Mitigate:[-][/c]  -\n[c][44ff00]Heal with:[-][/c]  Lower Temperature by device or food item; get inside an active base or vessel; Take a shower or sleep; Stand next to Portable Heater/Cooler (terrain placeable device),[c][ffffff]HITZEKOLLAPS[-][/c]\n[c][ff8800]Abschwächen:[-][/c] -\n[c][44ff00]Heilen mit:[-][/c] Temperatur durch Gerät oder Nahrungsmittel senken; in eine aktive Basis oder ein aktives Schiff gehen; Duschen oder schlafen; neben tragbarem Heiz-/Kühlgerät stehen (im Gelände platzierbares Gerät),[c][ffffff]COLLAPSE DE CHALEUR[-][/c]\n[c][ff8800]Atténuer :[-][/c] -\n[c][44ff00]Soigner avec :[-][/c] Abaisser la température avec un appareil ou un aliment ; entrer dans une base ou un vaisseau actif ; Prendre une douche ou dormir ; Se tenir à côté d'un appareil de chauffage/refroidissement portatif (appareil à placer sur le terrain),[c][ffffff]COLLASSO TERMICO[-][/c]\n[c][ff8800]Attenuazione:[-][/c]  -\n[c][44ff00]Cura:[-][/c]  Raffreddati con un dispositivo o un consumabile; Trova riparo all'interno di una struttura attiva; Doccia o Riposo; Utilizza uno Stabilizzatore di Temperatura (dispositivo posizionabile),[c][ffffff]COLAPSO DE CALOR[-][/c]|n[c][ff8800]Mitigar:[-][/c] -n[c][44ff00]Curar con:[-][/c] Bajar la temperatura con un dispositivo o con un artículo de comida; meterse en una base o nave activa; ducharse o dormir; ponerse al lado de un calentador/enfriador portátil (dispositivo colocable en el terreno),,,,"[c][ffffff]ТЕПЛОВОЙ КОЛЛАПС[-][/c]\n[c][ff8800]Облегчить:[-][/c]  -\n[c][44ff00]Вылечить:[-][/c]  Понижение температуры устройством или продуктом питания; попасть внутрь активной базы или судна; принять душ или поспать; Встаньте рядом с портативным обогревателем/охладителем (устройство, размещаемое на местности)","[c][00ffff]熱虚脱[-][/c]\n[-][/c]:.   -\n[c][44ff00]治療: [-][/c]   機器や食品で温度を下げる, 活動中の基地や船に入る, シャワーを浴びる, 寝る, 簡易冷暖機器(地上に配置する機器)の横に立つ.",,[c][ffffff]熱虛脫[-][/c]\n[c][ff8800]緩解:[-][/c]  -\n[c][44ff00]以此治療:[-][/c]  用食物或設備降低溫度; 進入一個運行中的基地或飛船; 洗個澡或睡覺; 站在便攜式恆溫器旁邊(可放置於地形的物件),,,[c][ffffff]ΘΕΡΜΙΚΗ ΚΑΤΑΡΕΥΣΗ[-][/c]\n[c][ff8800]Μετριασμός:[-][/c] -\n[c][44ff00]Θεραπεία με:[-][/c ] Χαμηλότερη θερμοκρασία ανά συσκευή ή είδος τροφίμου. μπείτε μέσα σε μια ενεργή βάση ή σκάφος. Κάνε ένα ντους ή κοιμήσου. Στάσου δίπλα σε φορητό θερμαντήρα/ψύκτη (συσκευή με δυνατότητα τοποθέτησης εδάφους),,[c][ffffff]GIẢM THÂN NHIỆT[-][/c]\n[c][ff8800]Giảm nhẹ:[-][/c]-\n[c][44ff00]Chữa lành bằng:[-][/c ]Hạ nhiệt độ theo thiết bị hoặc mặt hàng thực phẩm; vào bên trong một căn cứ hoặc tàu đang hoạt động; Đi tắm hoặc ngủ; Đứng cạnh Máy sưởi /Máy làm mát di động (thiết bị có thể đặt ở địa hình)
igmStunned,[c][b][FFFF00]STUNNED[-][/b][/c]\nYou've been temporarily stunned\n[c][FFFFFF]Stimulants like Energy Drinks or an Adrenaline Shot will immediately counter the effect[-][/c],,,,,,,,,,,"[c][ffffff]眩暈[-][/c]\n[c][ff8800]緩解:[-][/c]  -\n[c][44ff00]以此治療:[-][/c]  天然興奮劑, 能量藥片, 腎上腺素針, 能量飲料",,,"[c][ffffff]ΑΝΑΙΣΘΗΣΙΑ[-][/c]\n[c][ff8800]Μετριασμός:[-][/c] -\n[c][44ff00]Θεραπεία με:[-][/c] Φυσικό Διεγερτικό, Ενεργειακά Χάπια, Αδρεναλίνη, Ενεργειακό Ποτό",,"[c][ffffff]CHOÁNG[-][/c]\n[c][ff8800]Giảm nhẹ:[-][/c]-\n[c][44ff00]Chữa lành bằng:[-][/c]Chất kích thích tự nhiên, Thuốc tăng lực, Bắn adrenaline, Nước tăng lực"
igmOverheating,"[c][b][FF4400]OVERHEATING[-][/b][/c]\nYour body is failing to thermoregulate due to excessive temperatures. If you don't immediately find a way to [i]cool[/i] down, your body will begin to [i]shut[/i] down.",,,,,,,,,,,,,,,,
Scanner2,Medical Trauma Table,Medizinische Station Typ 3,Station médicale de type 3,Stazione Medica Classe 3,Puesto Médico Tipo 3,,,,Мед станция тип 3,メディカルステーション3型,,醫療站3型,,,Ιατρικός Σταθμός Τύπου 3,,Trạm y tế loại 3
Scanner3,Medical Surgical Table,Medizinische Station Typ 4,Poste médical de type 4,Stazione Medica Classe 4,Puesto Médico Tipo 4,,,,Мед станция тип 4,メディカルステーション4型,,醫療站4型,,,Ιατρικός Σταθμός Τύπου 4,,Trạm y tế loại 4
ScannerBase1,Medical Decontamination Device,Medizinische Station Typ 2,Poste médical de type 2,Stazione Medica Classe 2,Puesto Médico Tipo 2,,,,Мед станция тип 2,メディカルステーション2型,,醫療站2型,,,Ιατρικός Σταθμός Τύπου 2,,Trạm y tế loại 2
Console4,Medical Detoxification Device,Medizinische Station Typ 1,Station médicale de type 1,Stazione Medica Classe 1,Puesto Médico Tipo 1,,,,Мед станция тип 1,メディカルステーション1型,,醫療站1型,,,Ιατρικός Σταθμός Τύπου 1,,Trạm y tế loại 1
RadiationSickness,Radiation Sickness,Strahlenkrankheit,Maladie des radiations,Malattia da Radiazioni,Enfermedad por radiación,,,,Лучевая болезнь,放射線障害,,輻射病,,,Αρρώστια Ραδιενέργειας,,Bệnh tật phóng xạ
RadiationPoisoning,Radiation Poisoning,Strahlenvergiftung,Empoisonnement aux radiations,Avvelenamento da Radiazioni,Envenenamiento por radiación,,,,Радиационное отравление,放射線中毒,,輻射中毒,,,Δηλητηρίαση από Ραδιενέργεια,,Ngộ độc phóng xạ
MosquitoBite,Lifedrain,,,,,,,,,,,,,,,,
igmEffectMosquitoBite,[c][DD0000][b]LIFEDRAIN[/b][-][/c]\nYou're being bitten by Lancetflies!\nYou'd better swat them before they drain you dry.,,,,,,,,,,,,,,,,
ButterflyToxin,Toxic Dust,,,,,,,,,,,,,,,,
igmEffectToxicButterfly,[c][8800FF][b]TOXIC DUST[/b][-][/c]\nThe dust spread by the Butterfly's wings is toxic to humans\nAvoid exposure or inhalation!,,,,,,,,,,,,,,,,
igmPoison,"[c][b][B52BFF]POISON[-][/b][/c]\nYou've been poisoned by something that's entered your bloodstream\n[c][FFFFFF]Treat with Antitoxic Pills, Adrenaline Shot or a Detox Kit.[-][/c]\n[c][AAFF00]Adrenaline shots take time to remove the poison from your system. The timer bar will be GREEN if treated.[-][/c]",,,,,,,,,,,,,,,,
igmEffectRadiationPoisoning,[c][00FFAA][b]RADIATION POISONING[/b][-][/c]\nYou have extensive organ and tissue damage caused by a dangerous level of radiation within your body.\n[c][FFFFFF]Antiradiation Pills or a Decontamination Kit are required to treat the damage.[-][/c]\n[c][00FFAA]Unless the Radiation in the body is purged by either a Decontamination Kit or a Shower the condition may return.[-][/c],"[c][ffffff]STRAHLENVERSEUCHUNG[-][/c]\n[c][ff8800]Abschwächen:[-][/c] Duschen (reduziert RAD)\n[c][44ff00]Heilen mit:[-][/c] Anti-Strahlen-Pillen, Anti-Strahlen-Injektion, Dekontaminations-Kit, Medizinische Station Typ 4","[c][ffffff]EMPOISONNEMENT PAR RADIATION[-][/c]\n[c][ff8800]Atténuer :[-][/c] Prendre une douche (réduit le RAD)\n[c][44ff00]Se soigner avec :[-][/c] Pilules anti-radiation, Injection anti-radiation, Kit de décontamination, Station médicale de type 4","[c][ffffff]AVVELENAMENTO DA RADIAZIONI[-][/c]\n[c][ff8800]Attenuazione:[-][/c]  Doccia (riduce RAD)\n[c][44ff00]Cura:[-][/c]  Pillole Anti-Radiazioni, Iniezione Anti-Radiazioni, Kit Decontaminazione, Stazione Medica Classe 4","[c][ffffff]ENVENENAMIENTO POR RADIACIÓN[-][/c]\N-[c][ff8800]Mitigar:[-][/c] Ducharse (reduce la RAD)\N-[c][44ff00]Curarse con:[-][/c] Píldoras antirradiación, Inyección antirradiación, Kit de descontaminación, Estación médica tipo 4",,,,"[c][ffffff]РАДИАЦИОННОЕ ОТРАВЛЕНИЕ[-][/c]\n[c][ff8800]Облегчить:[-][/c]  Принять душ (снизит РАДы)\n[c][44ff00]Вылечить:[-][/c]  Таблетки антирадиационные, Инъекция антирадиационная, Комплект дезактивации, Мед станция тип 4","[c][00ffff]放射線毒性[-][/c]\n[-][/c]   シャワーを浴びる（放射性物質を減らす）\n[c][44ff00]治療: [-][/c]   抗放射線錠剤, 抗放射線注射剤, 除染キット, メディカルステーション4型",,"[c][ffffff]輻射中毒[-][/c]\n[c][ff8800]緩解:[-][/c]  洗個澡(降低輻射)\n[c][44ff00]以此治療:[-][/c]  抗輻射藥片, 抗輻射針, 應急(消毒)醫療包, 醫療站4型",,,"[c][ffffff]ΔΗΛΗΤΗΡΙΑΣΗ ΑΠΟ ΑΚΤΙΝΟΒΟΛΙΑ[-][/c]\n[c][ff8800]Μετριασμός:[-][/c] Κάντε ντους (μειώνει το RAD)\n[c][44ff00]Θεράστε με: [-][/c] Χάπια κατά της ακτινοβολίας, ένεση κατά της ακτινοβολίας, κιτ απολύμανσης, ιατρικός σταθμός Τύπος 4",,"[c][ffffff]NHIỄM ĐỘC BỨC XẠ[-][/c]\n[c][ff8800]Giảm nhẹ:[-][/c]Đi tắm (giảm RAD)\n[c][44ff00]Chữa lành bằng:[-][/c]Thuốc chống bức xạ, Tiêm chống bức xạ, Bộ khử nhiễm, Trạm y tế loại 4"
igmFoodPoisoning,[c][b][A8C900]FOOD POISONING[-][/b][/c]\nYou've eaten something you probably shouldn't have.\n[c][FFFFFF]Stomach Pills or a Detox Kit should fix the problem.[-][/c],,,,,,,,,,,"[c][ffffff]食物中毒[-][/c]\n[c][ff8800]緩解:[-][/c]  止痛藥\n[c][44ff00]以此治療:[-][/c]  外科醫療包, 醫療站1型, 醫療站 (HV), 醫療站 (BA,CV)",,,"[c][ffffff]ΤΡΟΦΙΚΗ ΔΗΛΗΤΗΡΙΑΣΗ[-][/c]\n[c][ff8800]Μετριασμός:[-][/c] Παυσίπονα\n[c][44ff00]Θεραπεία με:[-][/c ] Κουτί Πρώτων Βοηθειών, Ιατρικός Σταθμός Τύπου 1, Ιατρικός Σταθμός (HV), Ιατρικός Σταθμός (BA,CV)",,"[c][ffffff]NGỘ ĐỘC THỰC PHẨM[-][/c]\n[c][ff8800]Giảm nhẹ:[-][/c]Thuốc giảm đau\n[c][44ff00]Chữa lành bằng:[-][/c ]Bộ sơ cứu, Trạm y tế loại 1, Trạm y tế (HV), Trạm y tế (BA, CV)"
igmEffectBandages,[c][00FF00][b]BANDAGES APPLIED[/b][-][/c]\nYou have applied bandages to your injuries.\n[c][FFFFFF]Recovering 100 Health[-][/c],Bandagen angewendet,Vous avez appliqué des bandages.,Hai applicato una Fasciatura.,Has aplicado vendajes,,Você usous as Ataduras.,Zastosowałeś bandaże.,Вы применили Бинты.,包帯を使用しました,你使用了绷带。,你使用了繃帶。,,,Έβαλες Επιδέσμους.,Je hebt een verband gebruikt,Bạn đã áp dụng Băng.
igmEffectMedikit01,You applied a Trauma Kit.,Trauma Kit angewendet,Vous avez appliqué un Kit Trauma.,Hai utilizzato un Kit Medico.,Has aplicado un Kit para Traumatismos.,,Você usou um Kit Trauma.,Zastosowałeś zestaw pourazowy.,Вы применили Комплект от травм.,外傷治療キットを使用しました,你使用了外科医疗包。,你使用了外科醫療包。,,,Έβαλες ένα Σετ Τραύματος.,Je hebt een trauma kit gebruikt,Bạn đã áp dụng một Bộ dụng cụ chấn thương.
imgEffectMedikit02,You applied a Detox Kit.,Detox Kit angewendet,Vous avez appliqué un Kit Détox.,Hai utilizzato un Kit Disintossicante.,Has aplicado un Kit de Desintoxicación.,,Você usou um Kit Detox.,Zastosowałeś zestaw do detoksykacji.,Вы применили Комплект детоксикации.,解毒キットを使用しました,你使用了解毒医疗包。,你使用了解毒醫療包。,,,Έβαλες ένα Σετ Detox.,Je hebt een detox kit gebruikt,Bạn đã áp dụng Bộ giảm đau.
imgEffectMedikit03,You applied a Decontamination Kit.,Dekontaminations Kit angewendet,Vous avez appliqué un Kit Décontamination.,Hai utilizzato un Kit Decontaminazione.,Has aplicado un Kit de Descontaminación.,,Você usou um Kit de Descontaminação.,Zastosowałeś zestaw do dezynfekcji.,Вы применили Комплект дезактивации.,除染キットを使用しました,你使用了净化医疗包。,你使用了應急(消毒)醫療包。,,,Έβαλες ένα Σετ Απολύμανσης.,Je hebt een decontaminatie kit gebruikt,Bạn đã áp dụng Bộ khử nhiễm.
imgEffectMedikit04,You applied a Health Pack.,Du hast ein Gesundheitspaket angewendet.,Tu as appliqué un Pack Santé.,Hai utilizzato un Composto Medico.,Has aplicado un Botiquín.,,,,Вы применили Комплект оздоровления.,ヘルスパックを使用しました.,,你使用了保健醫療包。,,,Έβαλες ένα Ιατρικό Πακέτο.,,Bạn đã áp dụng Gói sức khỏe.
