KEY,English,Deutsch,Français,Italiano,Spanish,Portuguese (Euro),Portuguese (Brazil),Polish,Russian,Japanese,Chinese (simplified),Chinese (traditional),Korean,Turkish,Greek,Dutch,Vietnamese
50Caliber,Pistol Round,Pistolenpatrone,Balle pistolet,Proiettile Pistola,Bala de pistola,,Munição de Pistola,Pocisk do pistoletu,Патрон .50 калибра пистолетный,ハンドガン用弾薬,手枪弹药,,,Tabanca Mermisi,Σφαίρα Πιστολιού,Pistool kogel,Đạn súng lục
8.3mmBullet,8.3mm Minigun Round,8.3mm Minigunpatrone,Balle mitrailleuse,Proiettile Minigun,Bala de ametralladora,,Munição de Metralhadora,Pocisk do miniguna,Патрон 8.3 мм пулеметный,ミニガン用弾薬,机枪弹药,,,Minigun Mermisi,Σφαίρα Πολυβόλου,Minigun kogel,Đạn minigun
ShotgunShells,Shotgun Shell,Schrotflintenladung,Cartouche fusil à pompe,Pallettone,Cartucho de escopeta,,Munição de Escopeta,Łuska do strzelby,Патроны с картечью,ショットガン用弾薬,霰弹枪弹药,,,Pompalı Tüfek Mermisi,Σφαίρες Shotgun,Jachtgeweer kogel,Đạn shotgun
12.7mmBullet,12.7mm Sniper Round,12.7mm Scharfschützengewehrpatrone,Balle fusil sniper,Proiettile Fucile di Precisione,Bala de rifle de francotirador,,Munição de Rifle de Precisão,Pocisk do karabinu snajperskiego,Патрон 12.7 мм снайперский,スナイパーライフル用弾薬,狙击枪弹药,,,Keskin Nişancı Mermisi,Σφαίρες Τουφεκιού Sniper,Sluitschutterskogel,Đạn súng bắn tỉa
SlowRocket,35mm Anti-Personnel Rocket,35mm Antipersonenrakete,Roquette,Missile Lanciarazzi,Misil de lanzamisiles,,Míssil de Lança Foguetes,Rakieta do ręcznej wyrzutni,Ракета для ракетницы,ロケットランチャー弾薬,火箭弹,,,Roketatar Füzesi,Ρουκέτα Εκτοξευτή Ρουκετών,Raket voor raketlanceerder,Tên lửa rocket
SlowRocketHoming,35mm Guided Rocket,35mm Geführte Rakete,Roquette auto-guidée,Missile a Ricerca Lanciarazzi,Misil de lanzamisiles guiado,,Míssil Teleguiado de Lança Foguetes,Rakieta samonaprowadzająca do ręcznej wyrzutni,Ракета с ГСН для ракетницы,ロケットランチャー(誘導弾),自导火箭弹,,,Roketatar Güdümlü Füzesi,Αυτοκατευθυνούμενη Ρουκέτα Εκτοξευτή Ρουκετών,Doelzoekende raket voor raketlanceerder,Tên lửa rocket có dẫn hướng
SciFiCannonPlasmaCharge,Type-C Plasma Cell,Tippe-C Plasmakanonen-Zelle,Cellule canon à plasma,Cella Cannone al Plasma,Célula de cañón de plasma,,Célula de Canhão de Plasma,Ogniwo działka plazmowego,Ячейка плазменной пушки,プラズマキャノンセル,等离子加农炮电池,,,Plazma Topu Yakıt Hücresi,Σφαίρα Κανονιού Πλάσματος,Plasma kanon cel,Pin pháo Plasma
PulseLaserChargePistol,Laser Pistol Charge,Laserpistolen-Zelle,Cellule pistolet laser,Carica Pistola Laser,Célula de pistola láser,,Célula de Pistola Laser,Ogniwo pistoletu laserowego,Ячейка лазерного пистолета,レーザーピストルセル,激光手枪电池,,,Lazer Tabanca Şarjı,Σφαίρα Πιστολιού Λέιζερ,Laser pistool cel,Pin súng lục laser
PulseLaserChargeRifle,Laser Rifle Charge,Lasergewehr-Zelle,Cellule fusil laser,Carica Fucile Laser,Célula de rifle láser,,Célula de Rifle Laser,Ogniwo karabinu laserowego,Ячейка лазерной винтовки,レーザーライフルセル,激光步枪电池,,,Lazer Tüfek Şarjı,Σφαίρα Τουφεκιού Λέιζερ,Laser geweer cel,Pin súng trường laser
MetalPieces,Metal Scrap,Metallschrott,ferraille,Scarti di Metallo,Chatarra metálica,,Pedaços de Metal,Złom,Металлические фрагменты,メタルスクラップ,金属废料,,,Metal Hurdalar,Μεταλλικά Υπολείμματα,Metaalresten,Phế liệu kim loại
Nanotubes,Plastic Tubes,Kunststoffrohre,Nanotubes,Nanotubi,Nanotubos,,Nanotubos,Nanorurki,Нанотрубки,ナノチューブ,纳米管,,,Nanotüpler,Νανοσωλήνες,Nanobuizen,
CobaltAlloy,Cobalt Alloy,Kobalt Legierung,Alliage de Cobalt,Lega di Cobalto,Aleación de cobalto,,Liga de Cobalto,Stop Kobaltu,Кобальтовый сплав,コバルト合金,钴合金,,,Kobalt Alaşımı,Κράμα Κοβαλτίου,Kobalt legering,Hợp kim cobalt
OpticalFiber,Optical Fiber,Glasfaser,Fibre optique,Fibra Ottica,Fibra Óptica,,Fibra Ótica,Światłowód,Оптоволокно,光ファイバー,光纤,,,Optik Fiber,Οπτική Ίνα,Glasvezel,Cáp quang
MechanicalComponents,Mechanical Components,Mechanische Komponenten,Composants mécaniques,Componenti Meccanici,Componentes mecánicos,,Componentes Mecânicos,Elementy mechaniczne,Механические компоненты,マシンパーツ,机械零件,,,Mekanik Bileşenler,Μηχανικά Εξαρτήματα,Mechanische componenten,Linh kiện cơ khí
ConcreteArmoredBlocks,Reinforced Concrete Blocks,Armierte Betonblöcke,Blocs béton armé,Blocchi di Cemento Armato,Bloques de hormigón armado,,Blocos de Concreto Reforçados,Bloki żelbetowe (grupa),Укрепленные бетонные блоки,強化コンクリート,装甲水泥方块组,,,Zırhlı Beton Bloklar,Ενισχυμένο Τσιμεντένιο Μπλοκ,Gewapende betonnen blokken,Khối bê tông bọc thép
ErestrumGel,Erestrum Gel,Erestrum Gel,Gel d'Erestrum,Gel di Erestrum,Gel de Erestrum,,Gel de Erestro,Erestrum żel,Эреструмный гель,エレストランジェル,锷凝胶,,,Erestrum Jel,Ζελέ Ερέστριου,Erestrum gel,
ZascosiumAlloy,Zascosium Alloy,Zascosium Legierung,Alliage de Zascosium,Lega di Zascosium,Aleación de Zascosium,,Liga de Zascosio,Stop Zaskosium,Заскозиумный сплав,ザスコシウム合金,铡合金,,,Zascosium Alaşım,Κράμα Ζασκόσιου,Zascosium legering,
SathiumAlloy,Sathium Alloy,Sathium Legierung,Alliage de sathium,Lega di Sathium,Aleación de Sathium,,Liga de Sátio,Stop Satium,Сатиумный сплав,サティウム合金,钑合金,,,Sathium Alaşım,Κράμα Σάθιου,Sathium legering,Hợp kim sathium
Oscillator,Advanced Electronics,Fortgeschrittene Elektronik,Oscillateur,Oscillatore,Oscilador,,Oscilador,Oscylator,Осциллятор,発振器,振荡器,,,Osilatör,Ταλαντωτής,Oscillator,Máy dao động
EnergyMatrix,Energy Regulator,Energieregler,Matrice à énergie,Matrice Energetica,Matríz de energía,,Matriz de Energia,Matryca elektroniczna,Энергетическая матрица,エネルギーマトリクス,能量矩阵,,,Enerji Matrisi,Ενεργειακό Πλέγμα,Energie matrix,
bkiGrowingPot,"The Sathium irrigation system is optimized for zero gravity use and to protect plants from space radiation and makes this hydroponics unit perfect to be used on vessels in space. Requires a plant grow light, oxygen and optimal temperature to grow plants.","Das Sathium Bewässerungsystem ist für die Anwendung bei Schwerelosigkeit optimiert und schützt Pflanzen vor kosmischer Strahlung. Das macht dieses Pflanzenbeet optimal für die Verwendung auf Raumschiffen. Benötigt Pflanzenlicht, Sauerstoff und eine konstante Temperatur, um Pflanzen wachsen zu lassen.","Le système d'irrigation au Sathium est optimisé pour une utilisation à gravité zéro et pour protéger les plantes contre les radiations spatiales. On a ainsi un plot horticole parfait pour être utilisé sur des vaisseaux dans l'espace. Nécessite une lampe horticole, de l'oxygène et une température optimale pour faire pousser des plantes.","Il sistema di irrigazione al Sathium è ottimizzato per l'uso in assenza di gravità proteggendo le piante dalle radiazioni spaziali, ciò rende questo terreno da coltivazione perfetto per essere utilizzato sulle navi spaziali. È richiesta una lampada da coltivazione, ossigeno e condizioni di temperatura ottimali per permettere la crescita delle piante.","El sistema de irrigación de Sathium está optimizado para su uso en gravedad cero y para proteger a las plantas de la radiación espacial y hace que esta parcela de cultivo sea perfecta para ser utilizada en naves en el espacio. Requiere una luz de cultivo, oxígeno y una temperatura óptima para cultivar plantas.",Necessário para o cultivo de plantas com iluminação de luz de crescimento.,"O sistema de irrigação com Sátio é otimizado para o uso com gravidade zero e para proteger as plantas da radiação espacial tornando-se o uso perfeito em naves no espaço. Requer uma luz de crescimento, oxigênio e temperatura ideal para cultivar plantas.","Specjalnie przystosowana działka ogrodnicza do funkcjonowania w kosmosie. Poza wbudowanym systemem nawadniania dodatkowo chroni rośliny przed nadmiernym promieniowaniem oraz negatywnym wpływem braku grawitacji. Wymagana wraz z lampą inkubacyjną, tlenem oraz odpowiednią temperaturą do prawidłowej hodowli roślin.","Сатиумная ирригационная система оптимизирована под нулевую гравитацию и защищает растения от космической радиации, что делает этот растительный модуль идеальным для использования на судах в космосе. Для выращивания растений требует освещение, кислород и оптимальную температуру.",このサティウム灌漑システムは、無重力空間での使用と 宇宙放射線から植物を保護するために最適化されており、宇宙船で使用するのに最適な栽培区画です。 植物の生育には、適切な光、酸素、温度の管理が必要です。,钑金属灌溉系统是一种在零重力环境下保护植物免遭宇宙辐射影响并使植物生长箱可以完美的在飞船中运行的系统。此外，还需要植物生长灯，氧气供给以及适宜的温度才可以使植物生长。,與生長光源一樣是植物生長的必需品。,식물 재배 광선에 따라 자라는 식물에 필요합니다.,"Sathium sulama sistemi sıfır yerçekimi kullanımı ve bitkileri uzay radyasyonundan korumak için optimize edilmiştir ve bu tarım arsasını uzaydaki gemilerde kullanmak için mükemmel kılar. Bir bitki yetiştirme ışığı, oksijen ve bitki yetiştirmek için en uygun sıcaklık gerekir.","Το σύστημα άρδευσης Sathium έχει βελτιστοποιηθεί για μηδενική χρήση λόγω βαρύτητας και για την προστασία των φυτών από την ακτινοβολία του χώρου και καθιστά αυτή τη γλάστρα για χρήση σε σκάφη στο διάστημα. Για να αναπτυχθεί ένα φυτό απαιτείται φως, οξυγόνο και βέλτιστη θερμοκρασία.","Het Sathium-irrigatiesysteem is geoptimaliseerd voor gebruik zonder zwaartekracht en om planten te beschermen tegen ruimtestraling en maakt dit groeiende perceel perfect voor gebruik op schepen in de ruimte. Vereist een plant groeilicht, zuurstof en optimale temperatuur om planten te laten groeien.",
bkiGrowingPotSimple,"A simple Hydroponics Unit with an integrated irrigation system. Requires a plant grow light, oxygen and optimal temperature to grow plants.","Ein einfaches Pflanzenbeet mit integriertem Bewässerungsystem. Benötigt Pflanzenlicht, Sauerstoff und eine konstante Temperatur, um Pflanzen wachsen zu lassen.","Une plot horticole simple avec un système d'irrigation intégré. Nécessite une lampe horticole, de l'oxygène et une température optimale pour faire pousser des plantes.","Un semplice terreno da coltivazione con sistema di irrigazione integrato. È richiesta una lampada da coltivazione, ossigeno e temperatura ottimale per la crescita delle piante.","Una parcela de cultivo simple con un sistema de irrigación integrado. Requiere una luz de cultivo, oxígeno y una temperatura óptima para cultivar plantas.",,"Um bloco de terra arada simples com um sistema de irrigação integrado. Requer uma luz de crescimento, oxigênio e temperatura ideal para cultivar plantas.","Prosta działka ogrodnicza z wbudowanym systemem nawadniania. Wymagana wraz z lampą inkubacyjną, tlenem oraz odpowiednią temperaturą do prawidłowej hodowli roślin.","Растительный модуль с интегрированной ирригационной системой. Для выращивания растений требует освещение, кислород и оптимальную температуру.",灌漑システムを統合したシンプルな栽培区画。 植物の生育には、適切な光、酸素、温度の管理が必要です。,一个简单的集成了灌溉系统的生长箱。还需要植物生长灯，氧气供给以及适宜的温度才可以使植物生长。,,,"Entegre bir sulama sistemine sahip basit bir tarım arsası. Bir bitki yetiştirme ışığı, oksijen ve bitki yetiştirmek için en uygun sıcaklık gerekir.","Μία απλή γλάστρα με ενσωματωμένο σύστημα άρδευσης. Απαιτεί ένα φως ανάπτυξης για φυτά, οξυγόνο και βέλτιστη θερμοκρασία για την καλλιέργεια φυτών.","Een eenvoudig groeiplot met een geïntegreerd irrigatiesysteem. Vereist een plant groeilicht, zuurstof en optimale temperatuur om planten te laten groeien.",
TurretMSTool,Multi-Turret,Multilafette,Tourelle Multi-Outil,Torretta Multi-Tool,Torreta multifunción,,Multi-Ferramenta Fixa,Wieża Techniczna,Мульти-турель,マルチタレット,多功能工具炮台,,,Çoklu Taret,Πολύ-Πυργίσκος,Multiturret,
TurretMSToolWeapon,Multi-Turret,Multilafette,Tourelle Multi-Outil,Torretta Multi-Tool,Torreta multifunción,,Multi-Arma Fixa,Wieża Techniczna,Мульти-турель,マルチタレット,多功能工具炮台,,,Çoklu Taret,Πολύ-Πυργίσκος,Multiturret,
TurretGVTool,Multi-Turret,Multilafette,Tourelle Multi-Outil,Torretta Multi-Tool,Torreta multifunción,,Multi-Ferramenta Fixa,Wieżyczka Techniczna,Мульти-турель,マルチタレット,多功能工具炮台,,,Çoklu Taret,Πολύ-Πυργίσκος,Multiturret,
TurretGVToolWeapon,Multi-Turret,Multilafette,Tourelle Multi-Outil,Torretta Multi-Tool,Torreta multifunción,,Multi-Arma Fixa,Wieżyczka Techniczna,Мульти-турель,マルチタレット,多功能工具炮台,,,Çoklu Taret,Πολύ-Πυργίσκος,Multiturret,
cplDeoxygenize,Depressurize,Sauerstoff entziehen,Vider l'oxygène,Depressurizza,Despresurizar,,Despressurizar,Odtlenić,Откачка кислорода,酸素を除去,减压,,,Deoksijenize,Αποοξυγόνωση,Verwijder zuurstof,
CommandingOfficerAlien,Commanding Officer,Kommandeur,Officier Commandant,Comandante,Oficial al mando,,Oficial Comandante,Dowódca,Командующий офицер,司令官1,指挥官,,,Komuta Subayı,Διοικητής,Commandant,Sĩ quan chỉ huy
SecurityGuardAlien,Security Guard,Wache,Garde sécurité,Guardia di Sicurezza,Guardia de seguridad,,Guarda de Segurança,Wartownik,Охранник (чужой),警備員(エイリアン),保安警卫 (外星人),,,Güvenlik Görevlisi,Φύλακας,Beveiliger,Nhân viên an ninh
ConsoleSmallHuman,Working at Terminal,Arbeiten am Terminal,Opérateur,Operatore di Terminale,Trabajando en la terminal,,Trabalhando no Terminal,Pracownik przy konsoli,Работающий на терминале,港湾職員,终端操作员,,,Terminalde çalışma,Εργασία στο Τερματικό,Werkend bij Terminal,
StandingHuman,Debate,Im Gespräch,Débat,Umano in piedi,Conversando,,Conversando,Dyskusja,Дебаты,会議中1,辩论中,,,Görüşme,Δημόσια Συζήτηση,Vergaderend,Cuộc tranh luận
StandingHuman2,Debate 2,Im Gespräch 2,Débat 2,Umano in piedi 2,Conversando 2,,Conversando 2,Dyskusja 2,Дебаты 2,会議中 2,辩论中 2,,,Görüşme 2,Δημόσια Συζήτηση 2,Vergaderend 2,Cuộc tranh luận 2
ControlStationHuman,Workplace,Arbeitsplatz,Employé de bureau H,Impiegato,En el lugar de trabajo,,Local de Trabalho,Stanowisko pracy,Рабочее место,職員1,车间操作员,,,İşyeri,Χώρος Εργασίας,Werkplaats,
ControlStationHuman2,Workplace 2,Arbeitsplatz 2,Employe de bureau F,Impiegato,En el lugar de trabajo 2,,Local de Trabalho 2,Stanowisko pracy 2,Рабочее место 2,職員2,车间操作员 2,,,İşyeri 2,Χώρος Εργασίας 2,Werkplaats 2,
ReceptionTableHuman,Receptionist,Rezeptionist,Réceptionniste,Receptionist,Recepcionista,,Recepcionista,Recepcjonista,Ресепционист,受付1,接待员,,,Resepsiyonist,Υπεύθυνος Υποδοχής,Recetionist,Lễ tân
ScifiTableHuman,Remote Worker,Telearbeiter,Réunion de travail,Lavoratore da Remoto,Trabajador remoto,,Trabalhador Remoto,Pracownik zdalny,Фрилансер,作業者1,遥控工作者,,,Uzak İşçi,Απομακρυσμένος Εργάτης,Ver afgelegen Werker,
ScifiLargeSofaHuman,Remote Workers,Telearbeiter 2,Analyste,Lavoratori Remoti,Trabajadores remotos,,Trabalhadores Remotos,Pracownik zdalny 2,Фрилансеры,作業者2,遥控工作者,,,Uzak İşçiler,Απομακρυσμένοι Εργάτες,Ver afgelegen Werker,
TacticalOfficer,Tactical Officer,Taktischer Offizier,Officier tactique,Ufficiale Tattico,Oficial táctico,,Oficial Tático,Dowódca taktyczny,Тактический офицер,戦術官,参谋,,,Taktik Kontrol Subayı,Τακτικός Αξιωματικός,Tactiche officier,Cố vấn chiến thuật
CommandingOfficer,Commanding Officer,Kommandeur,Officier Commandant,Comandante,Oficial al mando,,Oficial Comandante,Dowódca,Командующий офицер,司令官2,指挥官,,,Komuta Subayı,Διοικητής,Commandant,Sĩ quan chỉ huy
CommandingOfficer2,Commander Chart Table,Kommandeur am Kartentisch,Officier table graphique,Tavolo di Comando,Mesa del comandante,,Mesa Tática do Comandante,Nawigator przy stole nawigacyjnym,Командующий с графиком,司令官3,战术图表操作员,,,Komuta Çizelgesi,Πίνακας Χάρτη Κυβερνήτη,Commandant tabel,Trưởng bộ phận thống kê
SecurityGuard,Security Guard,Wache,Garde sécurité,Guardia di Sicurezza,Guardia de seguridad,,Guarda de Segurança,Wartownik,Охранник (человек),警備員,保安警卫,,,Güvenlik Görevlisi,Φύλακας,Beveiliger,Nhân viên an ninh
OperatorPilot,Pilot,Pilot,Pilote,Pilota,Piloto,,Piloto,Pilot,Пилот,パイロット,飞行员,,,Pilot,Πιστόλι,Piloot,Phi công
EngineerMainStation,Engineer Main Station,Ingenieur Hauptkonsole,Ingénieur Station,Stazione di Ingegneria,Estación principal de ingeniería,,Estação Principal de Engenharia,Konsola głównego inżyniera,Инженер Главной Станции,職務中技官,引擎工程师,,,Merkez İstasyon Mühendisi,Κύριο Σταθμός Μηχανικού,Engineer hoofd station,Trạm kĩ sư chính
HumanNPCBlocks,Crew (Human),Crew (Menschen),Équipage (humain),Equipaggio (umano),Tripulación (Humano),,Tripulação (Humano),Załoga (człowiek),Экипаж (человек),乗員(Human),舰员 (人类),,,Mürettebat (İnsan),Πλήρωμα (Άνθρωποι),Bemanning (mens),Phi hành đoàn (con người)
AlienNPCBlocks,Crew (Alien),Crew (Aliens),Équipage (Alien),Equipaggio (alieno),Tripulación (Alien),,Tripulação (Alien),Załoga (obcy),Экипаж (чужой),乗員(Alien),舰员 (外星人),,,Mürettebat (Uzaylı),Πλήρωμα (Εξωγήινοι),Bemanning (buitenaards),Phi hành đoàn (chủng tộc khác)
hintItemCount,No stock,Artikelanzahl,Nb éléments,Numero oggetti,Número de objetos,,Quantidade de Itens,Liczba przedmiotów,Кол-во предметов,アイテム数,物品计数,,,Nesne sayısı,Καταμέτρηση Αντικειμένων,Aantal voorwerpen,Số mặt hàng
AnniversaryCake,Cake,Torte,Gâteau,Torta,Pastel,,Bolo,Tort,Торт,ケーキ,蛋糕,,,Kek,Κέικ,Taart,Bánh ngọt
bkiAnniversaryCake,A delicious cake that should not be missing from any anniversary celebration,Dieser leckere Kuchen darf auf keiner Jahrestagsfeier fehlen!,Un délicieux gâteau qui ne devrait pas manquer pour chaque célébration d'anniversaire,Una deliziosa torta che non dovrebbe mai mancare in qualsiasi festeggiamento,Un pastel delicioso que no debería faltar en ningún aniversario,,Um lindo e delicioso bolo que não pode ser esquecido em nenhum aniversário,Przepyszny tort którego nie może zabraknąć przy obchodach każdej rocznicy,"Очень вкусный торт, который должен быть на любом торжестве",記念日のお祝いには欠かせない美味しいケーキ,一种美味的蛋糕，任何周年庆典上都不应该缺少它。,,,Herhangi bir yıldönümü kutlamasında eksik olmaması gereken lezzetli bir pasta,Ένα νοστιμότατο κέικ που δεν πρέπει να λείπει από καμία επετειακή γιορτή,Een heerlijke taart die bij geen enkele verjaardag mag ontbreken,
SolarGenerator,Solar Capacitor,Energiekondensator (Solar),Condensateur solaire,Batteria (Solare),Condensador (Solar),,Capacitor (Solar),Kondensator (słoneczny),Конденсатор (солнечный),ソラー用キャパシター,电容器 (太阳能),,,Kapasitör (Güneş Enerjisi),Πυκνωτής (Ηλιακός),Condensator (zonne energie),Tụ điện (năng lượng mặt trời)
AkuaWine,"Akua Sparkling Wine, demi-sec, Class 2480","Akua Sekt, halbtrocken, Jahrgang 2480","Champagne d'Akua, demi-sec, Classe 2480","Spumante di Akua, semi-sec, classe 2480","Vino espumosode Akua, semi-seco, Cosecha 2480",,"Uvas Brilhantes de Akua, semi-sec, Classe 2480","Wino musujące Akua, półwytrawne, klasa 2480","Вино Акуа игристое, полусухое, урожая 2480 года",アクアスパークリングワイン 2480年物,阿库瓦佳酿，半甜，2480年产,,,"Akua köpüklü şarap, yarı-sek, Sınıf 2480","Αφρώδης Οίνος Akua, ξηρό, Χρονιά του 2480","Akua bruisende wijn, demi-sec, klasse 2480","Rượu vang sủi bọt Akua, demi-sec, Class 2480"
bkiSolarGenerator,Needed to store electrical energy and manage the electricity of the solar panels.,"Speichert und verteilt die Energie, die durch Solarzellen gesammelt wird.",Nécessaire pour gérer l'électricité des panneaux solaires. Permet également de stocker le surplus d'énergie électrique produite,E' necessario per accumulare energia e per gestire il flusso elettrico dei pannelli solari.,Necesario para almacenar energía eléctrica y administrar la electricidad de los paneles solares.,,Necessário para armazenar energia elétrica e manusear a eletricidade dos paineis solares.,Potrzebny do przechowywania i zarządzania energią elektryczną paneli słonecznych.,Необходимо для хранения электрической энергии и управления электроэнергией от солнечных панелей.,蓄電およびソーラーパネルの電力管理に必要となります。,用于储存电能和管理太阳能电池板的电力。,,,Elektrik enerjisini depolamak ve güneş panellerinin elektriğini yönetmek için gerekli.,Απαιτείται για αποθήκευση και διαχείριση της ηλεκτρικής ενέργειας των ηλιακών panel.,benodigd om elektrische energie op te slaan en de elektriciteit van de zonnepanelen te regelen.,
LightCorner,Striplight (Single corner),Lichtleiste (Ecke einzeln),Néon corniche,Sriscia Luminosa (Angolo singolo),Barra luminosa (Una esquina),,Fita de Luz (Canto Único),Listwa LED - pojedynczy róg,Гирлянда (одинарная),スポットライト(シングルコーナー),长条射灯 (单角),,,Şerit Işığı (tek köşe),Striplight (Μία Γωνία),Strip licht (enkele hoek),
LightCorner02,Striplight (Double corner),Lichtleiste (Ecke doppelt),Néon corniche double,Striscia Luminosa (Angolo doppio),Barra luminosa (Dos esquinas),,Fita de Luz (Canto Duplo),Listwa LED - podwójny róg,Гирлянда (двойная),スポットライト(ダブルコーナー),长条射灯 (双角),,,Şerit Işığı (çift köşe),Striplight (Διπλή Γωνία),Strip licht (dubbele hoek),
BunkBed02,Bunk Bed,Schlafkoje 2,Cabine lits superposés,Letto a Castello,Litera 2,,Beliche 2,Łóżko piętrowe 2,Двухъярусная кровать 2,2段ベッド 2,双层床 2,,,Ranza 2,Κουκέτα 2,Stapelbed 2,
NCPowder,Nitrocellulose,Nitrozellulose,Nitrocellulose,Nitrocellulosa,Nitrocelulosa,,Nitrocelulose,Nitroceluloza,Нитроцеллюлоза,ニトロセルロース,硝化纤维,,,Nitroselüloz,Νιτροκυτταρίνη,Nitrocellulose,
bkiMedikit01,[c][FF0000]Restores 150 health.[-][/c]\nA three-stage treatment kit that seals surface wounds and accelerates natural healing to repair traumatic injuries.\n\n[c][00FF00][b]Treats:[/b][-][/c]\n[c][FFFFFF]Open Wound[-][c][00FF00] (100%)[-][/c]\n[c][FFFFFF]Bleeding[-][c][00FF00] (100%)[-][/c]\n[c][FFFFFF]Dermal Burn[-][c][00FF00] (100%)[-][/c]\n[c][FFFFFF]Infected Wound[-][c][00FF00] (100%)[-][/c]\n[c][FFFFFF]Broken Leg[-][c][00FF00] (100%)[-][/c]\n[c][FFFFFF]Open Fracture[-][c][00FF00] (100%)[-][/c]\n[c][FFFFFF]Closed Fracture[-][c][00FF00] (100%)[-][/c]\n[c][FF8888]Mutilation[-][c][FFBB00] (50%)[-][/c],Stellt ungefähr 150 Gesundheit wieder her. Benutzung aus Schnellzugriff via LMT und aus Inventar via Shift+RMT.,Restaure environ 150 points de santé. Peut être utilisé depuis la barre outils [Clic gauche] ou depuis l'inventaire [Maj+Clic droit].,Ripristina circa 150 punti salute. Utilizza con PSM dalla barra strumenti o dall'inventario con Maiusc+PDM.,Restaura alrededor de 150 de salud. Úsalo con BIR desde la barra de herramientas o desde el inventario con Shift+BDR.,,Restaura 150 de vida. Use com BtnEsq na barra de ferramentas ou no Inventário com Shift + BtnDir.,"Przywraca około 250 życia. Użyj z paska narzędzi za pomocą LPM, bądź też z inwentarza przy użyciu kombinacji Shift+PPM",Восстанавливает до 250 здоровья. Используйте при помощи ЛКМ с панели инструментов или из инвентаря при помощи Shift+ПКМ.,ヘルスを250回復し外傷を治療します。 ツールバーからはLMB、インベントリからはShift + RMBで使用します。,[c][FF0000]恢复 150 点生命值。[-][/c]\n一种三阶段治疗套件，可密封表面伤口并加速自然愈合以修复创伤性损伤。\n\n[c][00FF00][b]治疗:[/b][-][/c]\n[c][FFFFFF]开放性伤口[-][/c][c][00FF00] (100%)[-][/c]\n[c][FFFFFF]流血[-][/c][c][00FF00] (100%)[-][/c]\n[c][FFFFFF]皮肤烧伤[-][/c][c][00FF00] (100%)[-][/c]\n[c][FFFFFF]伤口感染[-][/c][c][00FF00] (100%)[-][/c]\n[c][FFFFFF]腿部骨折[-][/c][c][00FF00] (100%)[-][/c]\n[c][FFFFFF]开放性骨折[-][/c][c][00FF00] (100%)[-][/c]\n[c][FFFFFF]闭合性骨折[-][/c][c][00FF00] (100%)[-][/c]\n[c][FF8888]断肢[-][/c][c][FFBB00] (50%)[-][/c],,,Yaklaşık 250 sağlık geri yükler. Araç çubuğundan veya Envanterden Shift + Sağ Tık ile Sol Tık ile kullanın.,Επαναφέρει γύρω στα 250 ζωή. Χρησιμοποίησέ το με το LMB από την γραμμή εργαλειών ή από το Inventory σου με τα Shift+RMB.,Herstelt ongeveer 250 gezondheid. Gebruik met LMB vanuit de werkbalk of vanuit inventaris met Shift + RMB.,
