KEY,English,Deutsch,Français,Italiano,Spanish,Portuguese (Euro),Portuguese (Brazil),Polish,Russian,Japanese,Chinese (simplified),Chinese (traditional),Korean,Turkish,Greek,Dutch,Vietnamese
hintBpNotUsable,Contains forbidden block or has wrong version,Enthält verbotenen Block oder ist falsche Version,Contient des blocs interdits ou appartenant à une mauvaise version du jeu.,Contiene blocchi proibiti o ne contiene una versione sbagliata,Contiene un bloque prohibido o tiene una versión equivocada,Contém um bloco proibido ou tem uma versão errada,Contém blocos proibidos ou possui uma versão errada,Zawiera zakazane bloki albo jest w złej wersji,Содержит запрещенный блок или имеет неправильную версию,"禁止されたブロックが含まれているか, バージョンが間違っています",包含了被禁用的方块或错误版本,含有被停用的方塊或錯誤版本,,,Περιέχει απαγορευμένα μπλοκ ή έχει λάθος έκδοση,Bevat verboden blokken of heeft de verkeerde versie.,Chứa khối bị cấm hoặc có phiên bản sai
hintBpTooLarge,Blueprint size is restricted by the server,Bauplan-Größe ist vom Server beschränkt,Taille des Blueprints limité par le serveur.,La dimensione dei Progetti è limitata dal server,El tamaño del Plano esta restringido por el servidor,Tamanho de projeto está limitado pelo servidor,(O tamanho do diagrama excede o tamanho restrito do servidor),Rozmiar projektu jest ograniczony przez serwer,Размер чертежа выключен на сервере,設計図のサイズはサーバーによって制限されています,服务器不支持当前蓝图尺寸,設計圖尺寸被伺服器限制,설계도 크기는 서버에 의해 제한됩니다.,,Το μέγεθος Προσχέδιου περιορίζεται από τον Server,Blauwdrukafmeting is beperkt door de server,Kích thước bản thiết kế bị hạn chế bởi máy chủ
hintCannotBuyFromMyself,Cannot buy from myself,Du kannst nicht von dir selbst kaufen,Impossible d'acheter à soi-même,Non puoi comprare da te stesso,No puedes comprarte a ti mismo,Não pode comprar de mim,Você não pode comprar de você mesmo,Nie można kupić od samego siebie,Нельзя купить у себя,自身の出品,不能买自己的东西,無法從自身購買,,,Δεν μπορώ να αγοράσω από τον εαυτό μου,Kan niet van mezelf kopen,Không thể mua từ chính mình
hintCannotBuyHaveOnlyNCredits,"Cannot buy, have only {0} credits","Kauf nicht möglich, du hast nur {0} Credits","Achat impossible, vous avez seulement {0} crédits.","Non puoi permettertelo, hai solo {0} crediti","No se puede comprar, solo tienes {0} créditos","Não pode comprar, tem apenas {0} créditos",Não pode comprar. Você tem apenas {0} créditos,"Nie można kupić, niewystarczająca liczba kredytów {0}","Невозможно купить, есть только {0} Cr","購入できません, {0}:クレジット不足",不能购买，你只有{0}存款,無法購買，僅有{0}資金,구입할 수 없습니다. {0} 크레딧만 있습니다.,,"Αδύνατη Αγορά, έχεις μόνο {0} χρήματα","Kan niet kopen, je hebt slechts {0} credits","Không thể mua, chỉ có tín dụng {0}"
hintCannotBuyNoSpaceInInventory,"Cannot buy, no space in Inventory","Kauf nicht möglich, kein Platz im Inventar","Achat impossible, inventaire plein.","Non è possibile acquistare l'oggetto, l'inventario è pieno","No se puede comprar, no hay espacio en el Inventario","Não pode comprar, sem espaço no Inventário","Não é possível comprar, não há espaço no inventário","Nie można kupić, brak miejsca w inwentarzu","Невозможно купить, нет места в инвентаре","購入できません. イベントリーに空きがありません. ",不能购买，背包没有空位,無法購買，物品欄無空間,구매 불가. 인벤토리에 공간 없음,,"Αδύνατη αγορά, δεν υπάρχει αποθηκευτικός χώρος","Kan niet kopen, geen ruimte in inventaris","Không thể mua, không còn chỗ trong túi đồ"
hintCannotPublishStockScenario,Cannot publish stock scenario,Kann kein Bestandsszenario veröffentlichen,Impossible de publier ce scénario,Impossibile pubblicare scenari standard!,No se puede publicar un escenario por defecto,Não pode publicar cenário de stock,Não pode publicar cenários do estoque,Nie można opublikować niezmienionego scenariusza,Невозможно опубликовать сценарий,シナリオを公開できません,不能发布官方内置剧本,無法發佈庫存場景,재고 시나리오를 게시할 수 없습니다.,,Αδύνατη δημοσίευση σεναρίου αποθεμάτων,Kan standaard scenario niet publiceren,Không thể xuất bản gói kịch bản
hintCannotPublishSubscribedScenario,Cannot publish subscribed scenario,Kann kein abonniertes Szenario veröffentlichen,Impossible de publier le scénario souscrit,Impossibile pubblicare lo scenario a cui ti sei sottoscritto,No se puede publicar un escenario suscrito,Não pode publicar cenário subscrito,Não pode publicar cenários inscritos,Nie można opublikować subskrybowanego scenariusza,Невозможно опубликовать подписанный сценарий,サブスクライブしたシナリオを公開できません,不能发布订阅的剧本,無法發佈已訂閱場景,가입된 시나리오를 게시할 수 없습니다.,,Αδύνατη δημοσίευση συνδρομητικού σεναρίου,Kan geabboneerd scenario niet publiceren,Không thể xuất bản kịch bản đã đăng kí
hintCannotSellDontHaveThatItem,"Cannot sell, have no {0}","Verkauf nicht möglich, du hast kein {0}","Vente impossible, ne possède pas {0}","Impossibile vendere, non hai: {0}","No se puede vender, no tienes {0}","Não pode vender, não tem {0}",Não pode vender. Você não tem {0},"Nie można sprzedać, brak {0}","Невозможно продать, не хватает {0}","販売することはできません. {0}はありません. ",不能出售，没有 {0},無法出售，無{0},판매할 수 없습니다. {0}이(가) 없습니다.,,"Αδύνατη Πώληση, δεν έχω {0}","Kan niet verkopen, bent geen {0}","Không thể bán, không có {0}"
hintCannotSellToMyself,Cannot sell to myself,Du kannst nicht an dich selbst verkaufen,Impossible de vendre à soi-même,Non puoi vendere a te stesso,No puedes venderte a ti mismo,Não posso vender a mim próprio,Você não pode vender para mim mesmo,Nie można sprzedać samemu sobie,Нельзя продать себе,"自分自身で購入はできません. ",不能向自己出售,無法向自己出售,본인 스스로에게 판매할 수 없습니다.,,Δεν μπορώ να πουλήσω στον εαυτό μου,Kan niet aan mezelf verkopen,Không thể bán cho chính mình
hintCheckPdaWhenInGame,"Gameplay questions? The PDA ( '{0}' ) not only provides answers in the Knowledge Base, but also offers detailed info about the Tutorial!","Fragen zum Spiel? Der PDA ( '{0}' ) gibt dir nicht nur Antworten in der Wissensdatenbank, sondern auch ausführliche Hinweise zum Tutorial!","Des questions sur le jeu ? Le PDA ({0}) vous apporte des réponses avec son ""Empyriopedia"" et des informations détaillées dans le tutoriel.","Domande di gioco? Il PDA ('{0}') fornisce non solo un'enciclopedia dettagliata sui vari elementi di gioco, ma offre anche informazioni dettagliate sul Tutorial!",¿Preguntas sobre el juego? El PDA ( '{0}' ) no solo proporciona respuestas en la Base de Conocimiento sino que también ofrece información detallada sobre el Tutorial.,"Perguntas sobre o jogo? O PDA ( '{0}' ) não só dá respostas na Base de Conhecimento, como ainda oferece informação detalhada sobre o Tutorial!","Problemas de jogabilidade? O PDA ('{0}') não só fornece respostas na Base de Conhecimento, mas também oferece informações detalhadas sobre o Tutorial!","Pytania dotyczące gry? PDA ('{0}') zawiera nie tylko bazę wiedzy, ale także szczegółowe informacje na temat samouczka!","Вопросы по игре? КПК ( '{0}' ) не только предоставляет ответы в базе знаний, но и содержит детальную информацию об обучающем руководстве!","ゲームプレイに関する質問? PDA('{0}')は, Knowledge Baseの答えを提供するだけでなく, チュートリアルに関する詳細な情報を提供しています!",游戏遇到困难了？PDA ( '{0}' )内有教程和知识库，敬请查阅。,對遊戲機制有疑問嗎？PDA( '{0}' )不僅會在知識庫中提供答案，還會對教程提供詳細資訊！,게임 플레이에 대한 질문이 있습니까? PDA('{0}')는 기술 자료를 토대로 답변을 제공할 뿐 아니라 튜토리얼에 대한 상세 정보도 제공합니다!,,"Έχεις απορία για τον πώς παίζεται το παιχνίδι; Το PDA ( '{0}' ) όχι μόνο παρέχει απαντήσεις στη Γνωσιακή Βάση, αλλά και παρέχει λεπτομερείς πληροφορίες σχετικά με την Εκμάθηση του Παιχνιδιού!","Vragen over het spel? De PDA ( '{0}' ) geeft niet alleen antwoorden in de kennis database, maar geeft ook uitgebreide informatie over de Tutorial!",Câu hỏi về lối chơi? PDA ('{0}') không chỉ cung cấp câu trả lời trong Cơ sở kiến ​​thức mà còn cung cấp thông tin chi tiết về Hướng dẫn!
hintClaimGoodsAtTS,Claim goods at correct Trading Station,Übernehme Waren an richtiger Handelsstation,Réclamer les marchandises à la station de commerce appropriée,Per ritirare la merce devi recarti alla Stazione Commerciale corretta,Reclama la mercancía en la estación comercial correcta,Reclamar bens no Posto de Comércio certo,Reivindique os itens na Estação de Negociação Correta,Odbieraj towary w odpowiedniej Stacji Handlowej,Ищите товары на соответствующих Торговых станциях,正しい取引所での商品の請求,在正确的交易站购买货物,在正確貿易站獲取貨物,올바른 거래소에서 상품을 청구하십시오.,,Διεκδίκησε αγαθά στον σωστό Σταθμό Εμπορίου,Claim goederen bij het juiste handelsstation.,Nhận hàng tại đúng Trạm giao dịch
hintContainsForbiddenFiles,"Contains forbidden files (e.g. raw, png, area)","Enthält unzulässige Dateien (z.B. png, raw, area)","Contient des fichiers interdits (ex: raw, png, zone)","Contiene file proibiti (es: raw, png, aree)","Contiene archivos prohibidos (pe. raw, png, area)","Contém ficheiros proibidos (ex.: raw, png, area)","Contem arquivos proibidos (ex.: raw, png, area)","Zawiera niedozwolone pliki (np. raw, png, area)","Содержит запрещенные файлы (raw, png, area)","禁止されたファイル(raw, png, areaなど)が含まれています","包含了被禁用的文件 (例如:raw, png, area)","含有被禁止的檔案(如raw, png, area)","금지된 파일(예: raw, png, area)이 들어 있습니다.",,"Περιέχει απαγορευμένα αρχεία (π.χ. raw, png, area)","Bevat verboden bestanden (b.v. Raw, png, area)","Chứa các tệp bị cấm (ví dụ: raw, png, area)"
hintCount>OfferedCount,Count > offered count,Anzahl ist größer als angebotene Anzahl,Quantité supérieure à l'offre,il conteggio > conteggio offerta,Cantidad superior a la ofrecida,Contagem > contagem oferecida,Quantidade > quantidade oferecida,Liczba > Zaoferowana liczba,Количество > предложенного,カウント>提供カウント,数量大于订单数量,數量 > 交易數量,개수 > 제공된 개수,,Ποσότητα > προσφερόμενη ποσότητα,Aantal > Aangeboden aantal,Đếm> số lượng được cung cấp
hintCreateSaleOfferAtTS,Create For-Sale offer at a Trading Station,Erstelle Verkaufsangebot an Handelsstation,Créer une offre de vente à une station de commerce,Crea un'offerta in una Stazione Commerciale,Crea una oferta de venta en una estación comercial,Criar oferta Para-Venda num Posto de Comércio,Crie uma oferta de venda na Estação de Negociação,Utwórz ofertę sprzedaży w Stacji Handlowej,Создавайте лоты для продажи на торговой станции,トレーディングステーションでのセールオファーの作成,在交易站创建出售物品申请,在貿易站建立待售交易,거래소에서 판매용 오퍼 만들기,,Δημιουργία προσφοράς για πώληση σε Σταθμό Εμπορίου,Maak verkoop aanbieding bij handelsstation.,Tạo phiếu mua hàng để bán tại Trạm giao dịch
hintEnterAmount,Please enter an amount,Bitte gib eine Anzahl ein,Sélectionner une quantité,Inserisci la quantità,"Por favor, introduce una cantidad",Insira um montante,Escolha uma quantidade,Proszę wprowadzić kwotę,"Пожалуйста, введите количество",金額を入力してください,请输入数量,請輸入帳戶,,,Παρακαλώ βάλε μία ποσότητα,Voer hoeveelheid in,Vui lòng nhập số lượng
hintEnterAmount>0,Amount has to be > 0,Anzahl muss größer als 0 sein,Quantité doit être spérieure à 0,La quantità deve essere > 0,La cantidad tiene que ser mayor a 0,Montante tem de ser > 0,Quantidade precisa ser > 0,Kwota musi być > 0,Количество должно быть > 0,金額は0より大きくなければならない,数量必须大于0,數量必須 > 0,금액은 0보다 커야 합니다.,,Η Ποσότητα πρέπει να είναι > 0,Hoeveelheid moet groter dan 0 zijn,Số lượng phải > 0
hintEnterDuration,Please enter a duration,Bitte gib eine Dauer ein,Entrez une durée,Inserisci la durata,"Por favor, introduce una duración",Insira uma duração,Defina uma duração,Proszę wprowadzić czas trwania,"Пожалуйста, укажите длительность",期間を入力してください,请输入一个交易期限,請輸入持續時間,지속 시간을 입력하십시오.,,Παρακαλώ βάλε μία διάρκεια,Voer looptijd in,Vui lòng nhập thời lượng
hintEnterDuration>0,"Duration must be >0 and in correct format (e.g., 2h 5m)",Die Dauer muss größer als 0 und im richtigen Format sein (zB 2h 5m),La durée doit être supérieure à 0 et au format correct (ex: 2h 5m),La durata deve essere > 0 e in un formato corretto (es: 2h 5m),La duración tiene que ser mayor a 0 y en el formato correcto (ejemplo: 2h 5m),Duração tem de ser >0 e no formato correto (ex.: 2h 5m),A duração precisa ser > 0 e no formato correto (ex.: 2h 5m),"Czas trwania musi być > 0, oraz w odpowiednim formacie (np. 2g 5m)","Длительность должна быть > 0 и в корректном формате (например, 2h 5m)","再生時間は, > 0で, 正しい形式(たとえば, 2時間5分)でなければなりません. ",交易期限必须大于0且格式需正确 (例如:2h 5m),持續時間必須 > 0 且為正確格式(如2h 5m),지속 시간은 0보다 커야 하고 올바른 형식이어야 합니다(예: 2h 5m).,,"Η διάρκεια πρέπει να είναι > 0 και με τη σωστή μορφή (πχ, 2h 5m)","Looptijd moett >0 zijn en in het juiste formaat (b.v., 2u 5m)",Thời lượng phải> 0 và ở định dạng đúng (ví dụ: 2 giờ 5 phút)
hintEnterNameToSave,Enter name to save,Gib einen Namen zum Speichern ein,Entrez le nom à enregistrer,Inserisci nome per salvare,Introduce el nombre para guardar,Insira nome para gravar,Coloque o nome para salvar,Podaj nazwę aby zapisać,Введите имя для сохранения,保存する名前を入力,输入名称以保存,請輸入名稱以儲存,저장할 이름 입력,,Εισαγωγή ονόματος αποθήκευσης,Voer naam in om op te slaan,Nhập tên để lưu
hintEnterPrice,Please enter a price,Bitte gib einen Preis ein,Définissez le prix,Definisci prezzo,"Por favor, introduce un precio",Insira um preço,Adicione um valor,Proszę podać cenę,"Пожалуйста, укажите цену",価格を入力してください,请输入一个价格,請輸入價格,가격을 입력하십시오.,,Παρακαλώ βάλε μία τιμή,Voer een prijs in,Vui lòng nhập giá
hintEnterPrice>0,Price has to be > 0,Preis muss größer als 0 sein,Le prix doit être spérieur à 0,Il prezzo deve essere > 0,El precio tiene que ser mayor a 0,Preço tem de ser > 0,Valor deve ser > 0,Cena musi być > 0,Цена должна быть > 0,0以上でお願いします,价格必须大于0,價格必須 > 0,가격은 0보다 커야 합니다.,,Η τιμή πρέπει να είναι > 0,Prijs moet hoger dan 0 zijn,Giá phải> 0
hintHaveOnlyNCredits,You only have {0} credits,Du hast nur {0} Credits,Vous possédez seulement {0} crédits,Hai solo {0} crediti,Solo tienes {0} créditos,Tem apenas {0} créditos,Você tem apenas {0} créditos,Posiadasz tylko {0} kredytów,У вас только {0} Cr,{0}のクレジットしか持っていません,你仅有{0}存款,你僅有{0}資金,{0} 크레딧만 있습니다.,,Έχεις μόνο {0} χρήματα,Je hebt maar {0} credits,Bạn chỉ có tín dụng {0}
hintHaveOnlyNItems,You only have {0}x {1},Du hast nur {0}x {1},Vous possédez seulement {0}x {1},Hai solo {0}x {1},Solo tienes {0}x {1},Tem apenas {0}x {1},Você tem apenas {0}x {1},Posiadasz tylko {0}x {1},У вас есть только {0}x {1},{0} x {1},你仅有 {0}x {1},你僅有{0}x {1},{0}x {1}만 있습니다.,,Έχεις μόνο {0}x {1},Je hebt maar {0}x {1},Bạn chỉ có {0} x {1}
hintHaveOnlyNToSell,You only have {0}x to sell,Du hast nur {0}x zum Verkaufen,Vous possedez seulement {0}x,Hai solo {0}x da vendere,Solo tienes {0}x para vender,Tem apenas {0}x para vender,Você tem apenas {0}x para vender,Posiadasz tylko {0}x na sprzedaż,У вас только {0}x на продажу,売るには{0}しかありません,你仅有 {0}x 以出售,你僅有{0}份可出售,판매할 {0}x만 있습니다.,,Έχεις μόνο {0}x για να πουλήσεις,Je kunt er maar {0} verkopen,Bạn chỉ có {0} x để bán
hintMalformedAmount,Malformed amount,Anzahl fehlerhaft,Quantité non reconnue,Quantità non riconosciuta,Cantidad inválida,Montante inválido,Formato de quantidade incorreta,Wypaczona ilość,Неправильное количество,不正な金額,非法数量,畸形數量,잘못 형성된 금액,,Ελαττωμένο Ποσό,Onjuiste hoeveelheid,Số lượng không đúng định dạng
hintMalformedPrice,Malformed price,Preis fehlerhaft,Prix non reconnu,Prezzo non riconosciuto,Precio inválido,Preço inválido,Formato de valor incorreto,Wypaczona cena,Неправильная цена,不正な価格,非法价格,畸形價格,잘못 형성된 가격,,Ελαττωμένη τιμή,Onjuiste prijs,Giá không đúng định dạng
hintMaxDurationIs,Maximum duration is {0},Die Maximaldauer beträgt {0},La durée maximale est de {0},La durata massima è {0},La duración máxima es {0},Duração máxima é de {0},A duração máxima é {0},Maksymalny czas trwania to {0},Максимальная длительность {0},"最大継続時間は{0}です. ",最大持续时间为 {0},最大持續時間為{0},최대 지속 시간은 {0}입니다.,,Η μέγιστη διάρκεια είναι {0},Maximale looptijd is {0},Thời lượng tối đa là {0}
hintNameAlreadyPublished,Published item uses name,Veröffentlichtes Objekt verwendet Name,L'élément publié utilise le nom,L'elemento pubblicato utilizza il nome,El artículo publicado utiliza el nombre,Objeto publicado utiliza nome,Itens publicados usam nomes,Opublikowany przedmiot używa nazwy,Опубликованный элемент использует имя,その名前は使用中です,发布项目使用名称,已發佈物品使用名稱,게시된 아이템은 이름을 사용합니다.,,Τα δημοσιευμένα αντικείμενα χρησιμοποιούν όνομα,Gepubliceerde items gebruiken naam,Mục đã xuất bản sử dụng tên
hintNotYetAllowedToBuyThisItem,You're not yet allowed to buy this item,Du darfst diesen Gegenstand noch nicht kaufen,Vous n'avez pas encore le droit d'acheter cet élément,Non sei ancora autorizzato ad acquistare questo articolo,Aún no tienes permitido comprar este artículo.,Ainda não está autorizado a comprar este objeto,Você não tem permissão pra comprar este item,Nie możesz jeszcze kupić tego przedmiotu,"Пока что, вам недоступна покупка этого предмета",まだこのアイテムを購入することはできません,你仍未被允许购买此物品,你尚無法購買此物品,이 아이템은 아직 구매할 수 없습니다.,,Δεν μπορείς ακόμα να αγοράσεις αυτό το αντικείμενο,Je bent nog niet geautoriseerd om dit item te kopen,Bạn chưa được phép mua vật phẩm này
hintPublishedByOtherPlayer,Scenario has been deleted or published by another player,Szenario gelöscht oder von anderem Spieler veröffentlicht,Scénario déjà publié par un autre joueur,Lo Scenario è stato pubblicato da un altro giocatore,El escenario ha sido borrado o publicado por otro jugador,Cenário foi publicado por outro jogador,Cenário publicado por outro player,Scenariusz został usunięty lub opublikowany przez innego gracza,Сценарий был опубликован другим игроком,シナリオは別のプレイヤーによって公開されています,剧本已被其他玩家发布,場景已被另一位玩家發佈,다른 플레이어가 시나리오를 삭제하거나 게시했습니다.,,Το σενάριο διαγράφηκε ή έχει δημοσιευτεί από άλλον παίκτη,Scenario is verwijderd of is gepubliceerd door andere speler,Kịch bản đã bị xóa hoặc xuất bản bởi một người chơi khác
hintSelectItem,Please select an item,Bitte wähle einen Gegenstand aus,Choisissez un élément,Selezionare un elemento,"Por favor, selecciona un artículo",Selecione um objeto,Selecione um item,Proszę wybrać przedmiot,"Пожалуйста, выберите предмет",アイテムを選択してください,请选择一件物品,請選擇物品,아이템을 선택하십시오.,,Παρακαλώ επέλεξε ένα αντικείμενο,Selecteer een item,Vui lòng chọn một mục
hintSelectItemInList,Please select an item in the list,Bitte wähle einen Gegenstand in der Liste aus,Choisissez un élément sur la liste,Selezionare un elemento nella lista,"Por favor, selecciona un artículo de la lista",Selecione um objeto da lista,Selecione um item da lista,Proszę wybrać przedmiot z listy,"Пожалуйста, выберите предмет в списке",リスト内からアイテムを選択,请在列表中选择一件物品,請選擇清單內物品,목록에서 아이템을 선택하십시오.,,Παρακαλώ επέλεξε ένα αντικείμενο από τη λίστα,Selecteer een item in de lijst,Vui lòng chọn một mục trong danh sách
hintSellGoodsAtTS,Sell goods at the correct Trading Station,Verkaufe Waren an richtiger Handelsstation,Vendre les marchandises à la station de commerce appropriée,Per vendere la merce devi recarti presso la stazione commerciale corretta,Vende los vienes en la Estación Comercial correcta,Venda bens no Posto de Comércio correto,Venda seus itens na estação de negociação correta,Sprzedaj towary w prawidłowej Stacji Handlowej,Продавайте товары на правильной торговой станции,正しいトレーディングステーションで商品を売る,在正确的交易站出售货物,在正確貿易站出售貨物,올바른 거래소에서 상품 판매,,Πούλησε αγαθά στον σωστό Σταθμό Εμπορίου,Verkoop goederen op het juiste handelsstation,Bán hàng tại đúng Trạm giao dịch
hintSetupColliderDims1D,Enlarge: LeftCtrl + NumPad 5\nShrink: LeftCtrl + LeftAlt + NumPad 5,Vergrößern: LinksStrg + NumBlock 5\nVerkleinern: LinksStrg + LinksAlt + NumBlock 5,Élever: CtrlGauche + pavé numérique 5 \nDiminuer: CtrlGauche + AltGauche + pavé numérique 5,Aumenta: LeftCtrl + NumPad 5\nRiduci: LeftCtrl + LeftAlt + NumPad 5,Aumentar: Ctrl Izq + Num5\nReducir: Ctrl Izq + Alt Izq + Num5,Aumentar: CtrlEsquerdo + NumPad 5\nShrink: CtrlEsquerdo + AltEsquerdo + NumPad 5,Aumentar: CtrlEsquerdo + NumPad 5\nReduzir: CtrlEsquerdo + AltEsquerdo + NumPad 5,Powiększ: Lewy Ctrl + NumPad5\nPomniejsz: Lewy Ctrl + Lewy Alt + NumPad5,Увеличить: LeftCtrl + NumPad 5\nУменьшить: LeftCtrl + LeftAlt + NumPad 5,拡大:LeftCtrl + NumPad 5 \n縮小:LeftCtrl + LeftAlt + NumPad 5,放大:左Ctrl + 小键盘 5\n缩小:左Ctrl + 左Alt + 小键盘 5,放大:左Ctrl + NumPad 5\n縮小:左Ctrl + 左Alt + NumPad 5,확대: LeftCtrl + NumPad 5\n축소: LeftCtrl + LeftAlt + NumPad 5,,Μεγέθυνση: LeftCtrl + NumPad 5 \nΣυρρίκνωση: LeftCtrl + LeftAlt + NumPad 5,Vergroot: LinkerCtrl + NumPad 5\nVerklein: LinkerCtrl + LinkerAlt + NumPad 5,Phóng to: LeftCtrl + NumPad 5\n Thu nhỏ: LeftCtrl + LeftAlt + NumPad 5
hintSetupColliderDims3D,Enlarge: LeftCtrl + NumPad\nShrink: LeftCtrl + LeftAlt + NumPad,Vergrößern: LinksStrg + NumBlock\nVerkleinern: LinksStrg + LinksAlt + NumBlock,Agrandir: LCtrl + pavé numérique \nRétrécir: LCtrl + LAlt + pavé numérique,Aumenta: LeftCtrl + NumPad\nRiduci: LeftCtrl + LeftAlt + NumPad,Aumentar: Ctrl Izq + Num\nReducir: IzqCtrl + IzqAlt + NumPad,Aumentar: CtrlEsquerdo + NumPad\nShrink: CtrlEsquerdo + AltEsquerdo + NumPad,Aumentar: CtrlEsquerdo + NumPad\nReduzir: CtrlEsquerdo + AltEsquerdo + NumPad,Powiększ: Lewy Ctrl + NumPad\nPomniejsz: Lewy Ctrl + Lewy Alt + NumPad,Увеличить: LeftCtrl + NumPad\nУменьшить: LeftCtrl + LeftAlt + NumPad,拡大:LeftCtrl + NumPad \n縮小:LeftCtrl + LeftAlt + NumPad,放大:左Ctrl + 小键盘\n缩小:左Ctrl + 左Alt + 小键盘,放大:左Ctrl + NumPad\n縮小:左Ctrl + 左Alt + NumPad,확대: LeftCtrl + NumPad\n축소: LeftCtrl + LeftAlt + NumPad,,Μεγέθυνση: LeftCtrl + NumPad\nΣυρρίκνωση: LeftCtrl + LeftAlt + NumPad,Vergroot: LinkerCtrl + NumPad\nVerklein: LinkerCtrl + LinkerAlt + NumPad,Phóng to: LeftCtrl + NumPad\n Thu nhỏ: LeftCtrl + LeftAlt + NumPad
hintTotalDataTooLarge,Scenario is too large (limit is {0} MB),Szenario ist zu groß (Limit: {0} MB),Scénario trop important (la limite est de {0} MB),Lo scenario è troppo grande (il limite è {0} MB),El escenario es demasiado grande (el límite es {0} MB),Cenário é demasiado grande (limite é {0} MB),Cenário muito grande (o limite é {0} MB),Scenariusz jest zbyt duży (limit to {0} MB),Сценарий слишком велик (лимит {0} MB),シナリオサイズが大きすぎます(制限は{0} MBです),剧本太大 (限制{0}MB),場景過大(上限為{0} MB),시나리오가 너무 깁니다(한도는 {0}MB입니다).,,Το Σενάριο είναι πολύ μεγάλο (το όριο είναι {0} MB),Scenario is te groot (limiet is {0} MB),Kịch bản quá lớn (giới hạn là {0} MB)
hintTSOnlyShowsTSOffers,[Only offers of this Trading Station are shown],[Nur Angebote dieser Station werden angezeigt],[Seules les offres de cette station de commerce sont affichées],[Sono visualizzate solo le offerte di questa Stazione Commerciale],[Sólo se muestran las ofertas de esta estación comercial],[Apenas são apresentadas ofertas deste Posto de Comércio],[Somente ofertas dessa estação comercial são exibidas.],[Wyświetlane są oferty tylko z tej Stacji Handlowej],[Показаны предложения только этой торговой станции],[でのトレーダー依頼のみを表示],[只显示此交易站订单],[僅顯示此貿易站的交易],[이 거래소의 오퍼만 표시됨],,[Εμφανίζονται μόνο οι προσφορές αυτού του εμπορικού σταθμού],[Enkel aanbiedingen van dit handelsstation worden weergegeven],[Chỉ các ưu đãi của Trạm giao dịch này được hiển thị]
hintUpdatingScenarioData,Currently uploading scenario data...,Datenübertragung...,Téléchargement des données du scénario en cours...,Trasferimento dati scenario in corso...,Subiendo los datos del escenario...,A carregar dados do cenário...,Atualmente carregando dados do cenário ...,Przesyłanie danych scenariusza...,В настоящее время идет загрузка данных сценария ...,現在シナリオデータをアップロード中...,正在上传剧本数据…,正在上傳場景資料…,현재 시나리오 데이터 업로드 중...,,Τώρα ανεβαίνουν τα δεδομένα του σεναρίου…,Bezig met uploaden van scenario data...,Hiện đang tải lên dữ liệu kịch bản ...
hssHoverHeight,Hover Height:,Schwebeabstand:,Hauteur de vol Hover:,Altezza Hovercraft:,Altura de levitación:,Altura a flutuar:,Alt. do Hover:,Wysokość unoszenia:,Высота парения:,ホバー高:,悬浮高度:,懸浮高度:,호버 높이:,,Ύψος Hover:,Zweefhoogte:,Độ cao phản hấp dẫn:
hudOreWithAmount,{0}\n({1}% ores left of ca. {2}),{0}\n({1}% Rohstoffe übrig von ca. {2}),{0}\n({1}% de minerai restant sur {2}),{0}\n({1}% minerali rimasti su {2}),{0}\n({1}% minerales restandes de {2}),{0}\n({1}% minérios restantes de {2}),{0}\n({1}% minérios restantes de {2}),{0}\n({1}% surowca z ok. {2}),{0}\n({1}% руды из {2}),"{0}\n({2}, 残量 {1}%)",{0}\n ({1}% 矿物剩余在 {2}),{0}\n{2})剩餘({1}% 礦石,{0}\n({2} 왼쪽에 있는 {1}% 광석),,{0}\n(Απομένει το {1}% από τα {2} μεταλλεύματα),{0}\n({1}% erts over van ca. {2}),{0}\n ({1}% quặng còn lại trong khoảng {2})
hudToTarget,to {0},zu {0},vers {0},a {0},a {0},para {0},para {0},do {0},до {0},{0}へ,到 {0},至{0},,,σε {0},naar {0},đến {0}
igmBlockAccess,Press '{{0}}' to access {0},Drücke '{{0}}' um auf {0} zuzugreifen,Pressez '{{0}}' pour accéder à: {0},Premi '{{0}}' per accedere a: {0},Pulsa '{{0}}' para acceder a {0},Prima '{{0}}' para ceder {0},Pressione '{{0}}' para acessar {0},Naciśnij '{{0}}' aby uzyskać dostęp do {0},Нажмите '{{0}}' чтобы получить доступ к {0},"{{0}}' を押して {0} を拾います. ",按 '{{0}}'键以访问 {0},按'{{0}}'存取{0},{0}에 접근하려면 '{{0}}'을(를) 누르십시오.,,Πάτησε το '{{0}}' για να αποκτήσεις πρόσβαση στο αντικείμενο {0},Druk '{{0}}' om toegang tot {0} te krijgen,Nhấn '{{0}}' để truy cập {0}
